Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,C_53.0,C_53.5,C_54.0,C_54.5,C_55.0,C_55.5,C_56.0,C_56.5,C_57.0,C_57.5,C_58.0,P_53.0,P_53.5,P_54.0,P_54.5,P_55.0,P_55.5,P_56.0,P_56.5,P_57.0,P_57.5,P_58.0
ORCL,Bear Call Spread,-11.21,-32.0,32.0,18.0,13.73,86.27,-0.6227777777777779,-0.9999999999999898,2.0000000000000004,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORCL,Bear Call Spread,-26.2,-15.0,15.0,35.0,16.88,83.12,-0.7485714285714286,-7.000000000000006,0.9999999999999996,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORCL,Bear Put Spread,-19.14,159.0,241.0,159.0,38.25,61.75,-0.12037735849056604,-55.99999999999999,6.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ORCL,Bear Put Spread,-33.38,248.0,252.0,248.0,39.9,60.1,-0.1345967741935484,-69.0,1.0000000000000009,0.9999999999999999,-0.9999999999999999,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ORCL,Bear Put Spread,-15.5,114.0,86.0,114.0,46.81,53.19,-0.13596491228070176,-32.99999999999999,0.0,1.0000000000000002,-1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0
ORCL,Bear Put Spread,-21.94,155.0,195.0,155.0,39.9,60.1,-0.1415483870967742,-52.0,3.9999999999999996,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ORCL,Bear Put Spread,-29.74,203.0,97.0,203.0,48.59,51.41,-0.14650246305418718,-46.0,-4.999999999999999,2.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0
ORCL,Bear Put Spread,-36.18,244.0,206.0,244.0,41.59,58.41,-0.14827868852459017,-65.0,-0.9999999999999996,0.9999999999999999,-0.9999999999999999,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ORCL,Bear Put Spread,-22.73,147.0,153.0,147.0,41.59,58.41,-0.15462585034013607,-48.0,3.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ORCL,Bear Put Spread,-36.98,236.0,164.0,236.0,43.3,56.7,-0.1566949152542373,-61.0,-1.9999999999999991,0.9999999999999999,-0.9999999999999999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
