Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,C_91.5,C_92.0,C_92.5,C_93.0,C_93.5,C_94.0,C_94.5,C_95.0,C_95.5,C_96.0,C_97.0,C_97.5,C_98.0,C_98.5,C_99.0,C_100.0,C_101.0,P_91.5,P_92.0,P_92.5,P_93.0,P_93.5,P_94.0,P_94.5,P_95.0,P_95.5,P_96.0,P_97.0,P_97.5,P_98.0,P_98.5,P_99.0,P_100.0,P_101.0
MDT,Bear Call Spread,-77.03,-380.0,380.0,470.0,40.51,59.49,-0.1638936170212766,-61.0,-0.9999999999999996,1.9999999999999998,-1.0000000000000002,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDT,Bear Call Spread,-47.4,-162.99999999999997,162.99999999999997,287.0,47.29,52.71,-0.1651567944250871,-35.0,-2.0000000000000004,3.0,-2.0000000000000004,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDT,Bear Call Spread,-58.47,-296.0,296.0,354.0,41.32,58.68,-0.16516949152542373,-49.0,0.0,2.0000000000000004,-0.9999999999999996,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDT,Bear Call Spread,-37.13,-176.0,176.0,224.0,43.82,56.18,-0.16575892857142857,-31.0,0.0,2.0000000000000004,-1.0000000000000009,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDT,Bear Call Spread,-44.43,-133.99999999999997,133.99999999999997,266.0,49.07,50.93,-0.16703007518796992,-31.000000000000007,-2.0000000000000004,3.0,-2.0000000000000004,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDT,Bear Call Spread,-30.39,-178.0,178.0,172.0,40.51,59.49,-0.17668604651162792,-27.0,0.9999999999999996,0.9999999999999996,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDT,Bear Call Spread,-36.6,-193.0,193.0,207.0,41.32,58.68,-0.17681159420289855,-31.0,0.9999999999999996,2.0000000000000004,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDT,Bear Call Spread,-55.78,-388.99999999999994,388.99999999999994,311.00000000000006,37.38,62.62,-0.1793569131832797,-49.00000000000001,2.0000000000000004,1.0000000000000009,0.9999999999999996,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDT,Bear Call Spread,-39.42,-81.0,81.0,219.0,53.63,46.37,-0.18000000000000002,-23.0,-2.0000000000000004,2.0000000000000004,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDT,Bear Call Spread,-34.25,-160.0,160.0,190.0,42.98,57.02,-0.18026315789473685,-26.999999999999996,0.9999999999999996,2.0000000000000004,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
