Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,C_185.0,C_187.5,C_190.0,C_192.5,C_195.0,C_197.5,C_200.0,C_202.5,C_205.0,P_185.0,P_187.5,P_190.0,P_192.5,P_195.0,P_197.5,P_200.0,P_202.5,P_205.0
V,Bear Put Spread,-33.17,182.0,318.0,182.0,31.84,68.16,-0.18225274725274726,-16.000000000000004,0.0,-3.0,2.0000000000000018,-0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
V,Bear Put Spread,-76.42,415.0,85.0,415.0,62.58,37.42,-0.184144578313253,-14.999999999999991,0.0,3.9999999999999996,-3.0,-0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
V,Bear Put Spread,-46.57,244.0,506.0,244.0,29.76,70.24,-0.19086065573770492,-22.000000000000004,0.9999999999999999,-5.000000000000002,4.000000000000001,-1.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
V,Bear Put Spread,-34.28,175.0,75.0,175.0,54.7,45.3,-0.1958857142857143,-10.000000000000009,0.0,3.0,-1.0000000000000009,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0
V,Bear Put Spread,-33.14,147.0,353.0,147.0,25.44,74.56,-0.2254421768707483,-14.000000000000002,0.9999999999999999,-4.000000000000001,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
V,Bear Put Spread,-127.12,549.0,701.0,549.0,35.77,64.23,-0.23154826958105648,-38.99999999999999,0.9999999999999999,-6.0,4.000000000000001,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
V,Bear Put Spread,-19.74,85.0,165.0,85.0,27.14,72.86,-0.23223529411764704,-8.000000000000002,0.0,-1.9999999999999991,1.0000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
V,Bear Put Spread,-113.72,487.0,513.0,487.0,37.61,62.39,-0.2335112936344969,-32.99999999999999,0.0,-3.9999999999999982,2.0000000000000018,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
V,Bear Put Spread,-56.11,234.9999999999999,15.000000000000114,234.9999999999999,68.09,31.91,-0.23876595744680862,-6.999999999999995,0.0,2.0000000000000004,-1.9999999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
V,Bear Put Spread,-98.91,399.0,601.0,399.0,32.74,67.26,-0.24789473684210525,-31.0,0.9999999999999999,-6.0,4.999999999999999,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
V,Bear Put Spread,-85.51,337.0,413.0,337.0,34.55,65.45,-0.25373887240356086,-25.0,0.0,-3.9999999999999982,3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
V,Bear Put Spread,-113.98,422.0,328.0,422.0,39.76,60.24,-0.2700947867298578,-24.999999999999993,0.0,-1.9999999999999991,1.0000000000000009,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0
V,Bear Put Spread,-60.31,219.9999999999999,30.000000000000114,219.9999999999999,61.05,38.95,-0.2741363636363638,-7.9999999999999964,0.0,1.9999999999999991,-1.0000000000000009,-0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0
V,Bear Put Spread,-33.43,117.00000000000003,132.99999999999997,117.00000000000003,33.64,66.36,-0.28572649572649567,-8.000000000000002,0.0,-1.0000000000000009,1.0000000000000009,-0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0
V,Bear Put Spread,-85.77,272.0,228.0,272.0,36.69,63.31,-0.31533088235294116,-17.0,0.0,-1.9999999999999991,1.9999999999999991,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0
V,Bear Put Spread,-110.56,335.0,165.0,335.0,42.22,57.78,-0.33002985074626867,-16.999999999999993,0.0,-0.9999999999999981,0.0,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0
V,Bear Put Spread,-32.4,81.0,169.0,81.0,20.6,79.4,-0.39999999999999997,-6.0,0.9999999999999999,-2.0000000000000018,1.9999999999999991,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V,Bear Put Spread,-82.34,185.0,65.0,185.0,39.14,60.86,-0.4450810810810811,-8.999999999999996,0.0,-0.9999999999999981,0.9999999999999981,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0
V,Bear Put Spread,-103.21,225.0,25.0,225.0,45.59,54.41,-0.45871111111111107,-7.9999999999999964,0.0,0.0,-0.9999999999999981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0
