Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,C_82.0,C_83.0,C_84.0,C_85.0,C_86.0,C_87.0,C_88.0,C_89.0,C_90.0,C_91.0,C_92.0,C_93.0,C_94.0,C_95.0,C_96.0,P_82.0,P_83.0,P_84.0,P_85.0,P_86.0,P_87.0,P_88.0,P_89.0,P_90.0,P_91.0,P_92.0,P_93.0,P_94.0,P_95.0,P_96.0
QCOM,Bear Call Spread,-43.08,-357.0,357.0,343.0,37.56,62.43,-0.12559766763848396,-35.0,1.0000000000000002,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-53.19,-381.0,381.0,419.0,39.78,60.22,-0.126945107398568,-40.0,1.0000000000000002,0.9999999999999996,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-68.08,-173.0,173.0,527.0,58.74,41.25,-0.12918406072106262,-32.0,-1.0000000000000002,3.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-57.58,-160.0,160.0,440.0,58.34,41.66,-0.13086363636363635,-29.000000000000004,-1.0000000000000002,2.0000000000000004,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-37.59,-217.0,217.0,283.0,52.6,47.4,-0.13282685512367493,-26.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-47.7,-241.0,241.0,359.0,53.42,46.58,-0.1328690807799443,-31.0,0.0,0.9999999999999996,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-63.86,-131.0,131.0,469.0,61.16,38.83,-0.13616204690831557,-26.0,-1.0000000000000002,3.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-67.6,-611.0,611.0,489.0,35.52,64.48,-0.13824130879345603,-49.00000000000001,2.0000000000000004,0.0,0.9999999999999996,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-57.49,-587.0,587.0,413.0,34.71,65.29,-0.13920096852300243,-44.00000000000001,2.0000000000000004,-0.9999999999999996,0.9999999999999996,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-53.36,-118.0,118.0,382.0,60.76,39.24,-0.13968586387434556,-23.0,-1.0000000000000002,2.0000000000000004,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-24.32,-26.000000000000014,26.000000000000014,174.0,72.48,27.52,-0.13977011494252875,-7.000000000000001,0.0,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-45.82,-176.0,176.0,324.0,55.07,44.93,-0.14141975308641974,-26.000000000000007,0.0,0.9999999999999996,-1.0000000000000009,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-35.7,-152.0,152.0,248.0,53.83,46.17,-0.1439516129032258,-21.000000000000007,0.0,0.0,-1.0000000000000009,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-66.42,-446.0,446.0,454.0,37.15,62.85,-0.14629955947136564,-43.0,1.0000000000000002,0.9999999999999996,0.9999999999999996,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-56.31,-422.0,422.0,378.0,35.93,64.07,-0.14896825396825397,-38.0,1.0000000000000002,0.0,0.9999999999999996,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-48.85,-473.0,473.0,327.0,33.9,66.1,-0.14938837920489298,-37.0,2.0000000000000004,-0.9999999999999996,0.9999999999999996,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-54.76,-136.0,136.0,364.0,57.52,42.48,-0.15043956043956044,-25.0,-1.0000000000000002,2.0000000000000004,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-44.05,-318.0,318.0,282.0,35.93,64.07,-0.15620567375886524,-29.999999999999993,1.0000000000000002,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-39.41,-248.00000000000006,248.00000000000006,251.99999999999994,37.15,62.85,-0.1563888888888889,-25.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-13.82,-13.000000000000014,13.000000000000014,86.99999999999999,71.78,28.22,-0.15885057471264372,-4.000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-25.13,-46.99999999999997,46.99999999999997,153.00000000000003,61.96,38.04,-0.16424836601307186,-10.000000000000004,0.0,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-50.55,-94.0,94.0,306.0,59.55,40.44,-0.16519607843137254,-19.0,-1.0000000000000002,2.0000000000000004,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-58.47,-548.0,548.0,352.0,33.09,66.91,-0.16610795454545454,-39.0,2.0000000000000004,-0.9999999999999996,0.9999999999999996,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-38.57,-178.0,178.0,222.0,39.78,60.22,-0.17373873873873874,-20.999999999999996,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-16.5,-7.0,7.0,93.0,75.2,24.8,-0.1774193548387097,-3.0,0.0,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-57.28,-383.0,383.0,317.0,34.3,65.7,-0.18069400630914828,-32.99999999999999,1.0000000000000002,0.0,0.9999999999999996,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-49.8,-430.0,430.0,270.0,32.29,67.71,-0.18444444444444444,-32.0,2.0000000000000004,-0.9999999999999996,2.0000000000000004,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-15.02,-22.99999999999997,22.99999999999997,77.00000000000003,60.76,39.24,-0.195064935064935,-5.000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-58.4,-102.0,102.0,298.0,55.89,44.11,-0.1959731543624161,-21.000000000000004,0.0,0.9999999999999996,-1.0000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCOM,Bear Call Spread,-36.68,-113.0,113.0,187.0,52.11,47.89,-0.19614973262032084,-16.000000000000004,0.0,0.0,-1.0000000000000009,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
