,Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,C_134.0,C_135.0,C_136.0,C_137.0,C_138.0,C_139.0,C_140.0,C_141.0,C_142.0,C_143.0,C_144.0,C_145.0,C_146.0,P_134.0,P_135.0,P_136.0,P_137.0,P_138.0,P_139.0,P_140.0,P_141.0,P_142.0,P_143.0,P_144.0,P_145.0,P_146.0
1,SWK,Bull Put Spread,1.5,430.0,5619.945627935993,482.95023010863247,34.7,65.26,0.0031059101051936497,-37.0,3.0,-21.000000000000004,10.0,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
14,SWK,Bear Call Ladder,51.44,410.00000000000006,5623.945627935992,478.9502301086322,32.4,67.56,0.1074015560830459,39.00000000000001,3.0,-19.0,11.0,1.0000000000000002,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,SWK,Bear Call Ladder,41.68,350.00000000000006,5483.945627935992,450.00000000000006,32.4,67.56,0.0926222222222222,33.0,3.0,-17.0,9.000000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,SWK,Bear Call Ladder,44.09,380.00000000000006,5553.945627935992,480.00000000000006,32.4,67.56,0.09185416666666667,36.00000000000001,3.0,-17.0,9.000000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,SWK,Bear Call Ladder,42.46,410.00000000000006,5623.945627935992,478.9502301086322,32.4,67.56,0.08865221755999474,38.99999999999999,3.0,-19.0,10.0,2.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,SWK,Bear Call Ladder,41.44,420.00000000000006,5613.945627935992,488.9502301086322,32.4,67.56,0.08475300234707547,39.00000000000001,3.0,-19.0,10.0,1.0000000000000002,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,SWK,Bear Call Ladder,39.76,470.00000000000006,5663.945627935992,470.00000000000006,32.4,67.56,0.08459574468085104,42.0,3.0,-19.0,10.0,2.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,SWK,Bear Call Ladder,39.76,470.00000000000006,5663.945627935992,470.00000000000006,32.4,67.56,0.08459574468085104,42.00000000000001,3.0,-19.0,10.0,1.0000000000000002,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,SWK,Bear Call Ladder,39.76,470.00000000000006,5663.945627935992,470.00000000000006,32.4,67.56,0.08459574468085104,42.0,3.0,-19.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,SWK,Bear Call Ladder,34.09,390.0,5543.945627935992,490.0,32.4,67.56,0.06957142857142858,36.0,3.0,-18.0,10.0,2.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,SWK,Bear Call Ladder,34.09,390.0,5543.945627935992,490.0,32.4,67.56,0.06957142857142858,36.00000000000001,3.0,-18.0,10.0,1.0000000000000002,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,SWK,Bear Call Ladder,34.09,390.0,5543.945627935992,490.0,32.4,67.56,0.06957142857142858,36.0,3.0,-18.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,SWK,Bear Call Ladder,31.68,360.0,5473.945627935992,460.0,32.4,67.56,0.06886956521739131,32.99999999999999,3.0,-18.0,10.0,2.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,SWK,Bear Call Ladder,31.68,360.0,5473.945627935992,460.0,32.4,67.56,0.06886956521739131,33.00000000000001,3.0,-18.0,10.0,1.0000000000000002,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,SWK,Bear Call Ladder,31.68,360.0,5473.945627935992,460.0,32.4,67.56,0.06886956521739131,32.99999999999999,3.0,-18.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,SWK,Bear Call Ladder,31.45,430.0,5603.945627935992,498.9502301086321,32.4,67.56,0.063032338903126,39.0,3.0,-20.0,12.0,1.0000000000000002,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,SWK,Bear Call Ladder,31.45,430.0,5603.945627935992,498.9502301086321,32.4,67.56,0.063032338903126,38.99999999999999,3.0,-19.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,SWK,Bear Call Ladder,31.45,430.0,5603.945627935992,498.9502301086321,32.4,67.56,0.063032338903126,37.00000000000001,4.0,-15.0,9.000000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,SWK,Bear Call Ladder,29.77,480.0,5653.945627935992,480.0,32.4,67.56,0.06202083333333333,42.00000000000001,3.0,-20.0,12.0,1.0000000000000002,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,SWK,Bear Call Ladder,29.77,480.0,5653.945627935992,480.0,32.4,67.56,0.06202083333333333,42.0,3.0,-19.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,SWK,Bear Call Ladder,24.1,399.99999999999994,5533.945627935992,499.99999999999994,32.4,67.56,0.04820000000000001,36.0,3.0,-18.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,SWK,Bear Call Ladder,24.1,399.99999999999994,5533.945627935992,499.99999999999994,32.4,67.56,0.04820000000000001,34.0,4.0,-15.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,SWK,Bear Call Ladder,21.69,369.99999999999994,5463.945627935992,469.99999999999994,32.4,67.56,0.046148936170212776,32.99999999999999,3.0,-18.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,SWK,Bear Call Ladder,21.69,369.99999999999994,5463.945627935992,469.99999999999994,32.4,67.56,0.046148936170212776,31.0,4.0,-15.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,SWK,Bear Call Ladder,22.47,430.0,5603.945627935992,498.9502301086321,32.4,67.56,0.04503455183317141,39.0,3.0,-20.0,11.000000000000002,1.0000000000000002,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,SWK,Bear Call Ladder,19.77,490.0,5643.945627935992,490.0,32.4,67.56,0.040346938775510204,42.00000000000001,3.0,-20.0,11.000000000000002,1.0000000000000002,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,SWK,Bear Call Ladder,4.73,370.0000000000001,5463.945627935992,470.0000000000001,32.4,67.56,0.010063829787234042,34.0,3.0,-18.0,11.000000000000002,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,SWK,Bear Call Ladder,2.71,380.0,5453.945627935992,480.0,32.4,67.56,0.005645833333333333,32.99999999999999,3.0,-18.0,10.0,2.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
