,C_100.0,C_1000000.0,C_101.0,C_34.0,C_35.0,C_35.5,C_36.0,C_95.0,C_96.0,C_97.0,C_97.5,C_98.0,C_98.5,C_99.0,C_99.5,Cost of Strategy,Exp_Pnl/Max_Loss,Expected PnL,Max_Loss,Max_Profit,Name,P_100.0,P_101.0,P_34.0,P_35.0,P_35.5,P_36.0,P_37.0,P_37.5,P_95.0,P_96.0,P_97.0,P_97.5,P_98.0,P_98.5,P_99.0,P_99.5,Prob of Loss,Prob of Profit,Strategy_Delta,Strategy_Gamma,Strategy_Rho,Strategy_Theta,Strategy_Vega,Underlying
13,,0.0,,-2.0,3.0,3.0,0.0,,,,,,,,,344.9999999999999,0.08943783791950885,44.62,498.89399205017173,5257.056604186939,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,147.0,51.0,0.9999999999999999,-20.000000000000004,12.0,TAP
0,,0.0,,-1.0,1.0,2.0,0.0,,,,,,,,,160.0,0.08850000000000001,23.01,260.0,2616.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,70.0,26.0,0.0,-10.0,6.0,TAP
106,,0.0,,-1.0,0.0,3.0,0.0,,,,,,,,,134.99999999999994,0.08676442093102875,24.39,281.1060079498281,2591.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,63.0,27.0,-1.0,-10.000000000000002,6.0,TAP
107,,0.0,,-1.0,0.0,3.0,0.0,,,,,,,,,134.99999999999994,0.08676442093102875,24.39,281.1060079498281,2591.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,63.0,27.0,-1.0,-10.000000000000002,6.0,TAP
108,,0.0,,-1.0,0.0,3.0,0.0,,,,,,,,,134.99999999999994,0.08676442093102875,24.39,281.1060079498281,2591.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,63.0,27.0,-1.0,-10.000000000000002,6.0,TAP
109,,0.0,,-1.0,0.0,3.0,0.0,,,,,,,,,134.99999999999994,0.08676442093102875,24.39,281.1060079498281,2591.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,63.0,27.0,-1.0,-10.000000000000002,6.0,TAP
110,,0.0,,-1.0,0.0,3.0,0.0,,,,,,,,,134.99999999999994,0.08676442093102875,24.39,281.1060079498281,2591.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,63.0,27.0,-1.0,-10.000000000000002,6.0,TAP
121,,1.0,,-1.0,0.0,3.0,0.0,,,,,,,,,134.99999999999994,0.08676442093102875,24.39,281.1060079498281,2591.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,63.0,27.0,-1.0,-10.000000000000002,6.0,TAP
122,,2.0,,-1.0,0.0,3.0,0.0,,,,,,,,,134.99999999999994,0.08676442093102875,24.39,281.1060079498281,2591.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,63.0,27.0,-1.0,-10.000000000000002,6.0,TAP
123,,3.0,,-1.0,0.0,3.0,0.0,,,,,,,,,134.99999999999994,0.08676442093102875,24.39,281.1060079498281,2591.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,63.0,27.0,-1.0,-10.000000000000002,6.0,TAP
124,,4.0,,-1.0,0.0,3.0,0.0,,,,,,,,,134.99999999999994,0.08676442093102875,24.39,281.1060079498281,2591.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,63.0,27.0,-1.0,-10.000000000000002,6.0,TAP
125,,5.0,,-1.0,0.0,3.0,0.0,,,,,,,,,134.99999999999994,0.08676442093102875,24.39,281.1060079498281,2591.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,63.0,27.0,-1.0,-10.000000000000002,6.0,TAP
30,,0.0,,-2.0,3.0,0.0,2.0,,,,,,,,,209.99999999999994,0.08617894410215007,31.36,363.8939920501718,3854.042453140204,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,94.0,36.0,0.9999999999999999,-13.0,7.000000000000001,TAP
184,,0.0,,0.0,-3.0,4.0,2.0,,,,,,,,,214.99999999999994,0.0816544813810299,28.85,353.3180238494844,3849.042453140204,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,89.99999999999999,40.0,-3.0,-13.0,7.000000000000001,TAP
174,,0.0,,0.0,-2.0,3.0,1.0,,,,,,,,,149.99999999999994,0.07427377181589913,17.99,242.21201589965625,2576.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,62.0,27.0,-2.0,-9.000000000000002,5.0,TAP
32,,0.0,,-2.0,4.0,0.0,1.0,,,,,,,,,255.0,0.07232874612722086,26.24,362.7879841003437,3909.042453140204,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,106.99999999999999,36.0,2.0,-14.000000000000002,8.0,TAP
186,,0.0,,0.0,-3.0,5.0,1.0,,,,,,,,,234.99999999999994,0.067261686808146,25.11,373.3180238494844,3879.042453140205,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,95.99999999999999,41.0,-3.0,-13.999999999999998,8.0,TAP
9,,0.0,,-2.0,1.0,4.0,0.0,,,,,,,,,200.0,0.059783996459871654,26.67,446.10600794982815,3864.042453140204,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,92.0,40.0,-1.0,-15.000000000000002,9.0,TAP
10,,0.0,,-2.0,2.0,3.0,0.0,,,,,,,,,224.99999999999994,0.05948235294117648,25.28,424.99999999999994,3889.042453140204,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,99.0,39.0,0.0,-15.000000000000002,9.0,TAP
12,,0.0,,-2.0,3.0,2.0,0.0,,,,,,,,,249.99999999999994,0.05914918387058449,23.89,403.8939920501718,3914.042453140204,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,106.0,38.0,0.9999999999999999,-15.000000000000002,9.0,TAP
14,,0.0,,-2.0,4.0,1.0,0.0,,,,,,,,,275.0,0.05880539864098569,22.51,382.7879841003437,3939.042453140204,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,112.99999999999999,37.0,2.0,-15.000000000000002,9.0,TAP
61,,0.0,,-2.0,5.0,0.0,0.0,,,,,,,,,300.0,0.05839384153113237,21.12,361.68197615051554,3964.042453140205,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,120.0,36.0,3.0000000000000004,-15.0,9.0,TAP
62,,0.0,,-2.0,5.0,0.0,0.0,,,,,,,,,300.0,0.05839384153113237,21.12,361.68197615051554,3964.042453140205,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,120.0,36.0,3.0000000000000004,-15.0,9.0,TAP
63,,0.0,,-2.0,5.0,0.0,0.0,,,,,,,,,300.0,0.05839384153113237,21.12,361.68197615051554,3964.042453140205,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,120.0,36.0,3.0000000000000004,-15.0,9.0,TAP
64,,0.0,,-2.0,5.0,0.0,0.0,,,,,,,,,300.0,0.05839384153113237,21.12,361.68197615051554,3964.042453140205,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,120.0,36.0,3.0000000000000004,-15.0,9.0,TAP
65,,0.0,,-2.0,5.0,0.0,0.0,,,,,,,,,300.0,0.05839384153113237,21.12,361.68197615051554,3964.042453140205,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,120.0,36.0,3.0000000000000004,-15.0,9.0,TAP
91,,1.0,,-2.0,5.0,0.0,0.0,,,,,,,,,300.0,0.05839384153113237,21.12,361.68197615051554,3964.042453140205,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,120.0,36.0,3.0000000000000004,-15.0,9.0,TAP
92,,2.0,,-2.0,5.0,0.0,0.0,,,,,,,,,300.0,0.05839384153113237,21.12,361.68197615051554,3964.042453140205,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,120.0,36.0,3.0000000000000004,-15.0,9.0,TAP
93,,3.0,,-2.0,5.0,0.0,0.0,,,,,,,,,300.0,0.05839384153113237,21.12,361.68197615051554,3964.042453140205,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,120.0,36.0,3.0000000000000004,-15.0,9.0,TAP
94,,4.0,,-2.0,5.0,0.0,0.0,,,,,,,,,300.0,0.05839384153113237,21.12,361.68197615051554,3964.042453140205,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,120.0,36.0,3.0000000000000004,-15.0,9.0,TAP
95,,5.0,,-2.0,5.0,0.0,0.0,,,,,,,,,300.0,0.05839384153113237,21.12,361.68197615051554,3964.042453140205,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,120.0,36.0,3.0000000000000004,-15.0,9.0,TAP
188,,0.0,,0.0,-1.0,2.0,0.0,,,,,,,,,85.0,0.05438347266838083,7.13,131.10600794982815,1303.0141510467347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,34.0,14.000000000000002,-1.0,-5.0,3.0,TAP
189,,0.0,,0.0,-1.0,2.0,0.0,,,,,,,,,85.0,0.05438347266838083,7.13,131.10600794982815,1303.0141510467347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,34.0,14.000000000000002,-1.0,-5.0,3.0,TAP
190,,0.0,,0.0,-1.0,2.0,0.0,,,,,,,,,85.0,0.05438347266838083,7.13,131.10600794982815,1303.0141510467347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,34.0,14.000000000000002,-1.0,-5.0,3.0,TAP
191,,0.0,,0.0,-1.0,2.0,0.0,,,,,,,,,85.0,0.05438347266838083,7.13,131.10600794982815,1303.0141510467347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,34.0,14.000000000000002,-1.0,-5.0,3.0,TAP
192,,0.0,,0.0,-1.0,2.0,0.0,,,,,,,,,85.0,0.05438347266838083,7.13,131.10600794982815,1303.0141510467347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,34.0,14.000000000000002,-1.0,-5.0,3.0,TAP
223,,1.0,,0.0,-1.0,2.0,0.0,,,,,,,,,85.0,0.05438347266838083,7.13,131.10600794982815,1303.0141510467347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,34.0,14.000000000000002,-1.0,-5.0,3.0,TAP
224,,2.0,,0.0,-1.0,2.0,0.0,,,,,,,,,85.0,0.05438347266838083,7.13,131.10600794982815,1303.0141510467347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,34.0,14.000000000000002,-1.0,-5.0,3.0,TAP
225,,3.0,,0.0,-1.0,2.0,0.0,,,,,,,,,85.0,0.05438347266838083,7.13,131.10600794982815,1303.0141510467347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,34.0,14.000000000000002,-1.0,-5.0,3.0,TAP
226,,4.0,,0.0,-1.0,2.0,0.0,,,,,,,,,85.0,0.05438347266838083,7.13,131.10600794982815,1303.0141510467347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,34.0,14.000000000000002,-1.0,-5.0,3.0,TAP
227,,5.0,,0.0,-1.0,2.0,0.0,,,,,,,,,85.0,0.05438347266838083,7.13,131.10600794982815,1303.0141510467347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,34.0,14.000000000000002,-1.0,-5.0,3.0,TAP
208,,0.0,,0.0,-2.0,4.0,0.0,,,,,,,,,170.0,0.05434533559077328,14.25,262.2120158996563,2606.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,68.0,28.000000000000004,-2.0,-10.0,6.0,TAP
209,,0.0,,0.0,-2.0,4.0,0.0,,,,,,,,,170.0,0.05434533559077328,14.25,262.2120158996563,2606.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,68.0,28.000000000000004,-2.0,-10.0,6.0,TAP
210,,0.0,,0.0,-2.0,4.0,0.0,,,,,,,,,170.0,0.05434533559077328,14.25,262.2120158996563,2606.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,68.0,28.000000000000004,-2.0,-10.0,6.0,TAP
211,,0.0,,0.0,-2.0,4.0,0.0,,,,,,,,,170.0,0.05434533559077328,14.25,262.2120158996563,2606.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,68.0,28.000000000000004,-2.0,-10.0,6.0,TAP
212,,0.0,,0.0,-2.0,4.0,0.0,,,,,,,,,170.0,0.05434533559077328,14.25,262.2120158996563,2606.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,68.0,28.000000000000004,-2.0,-10.0,6.0,TAP
243,,1.0,,0.0,-2.0,4.0,0.0,,,,,,,,,170.0,0.05434533559077328,14.25,262.2120158996563,2606.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,68.0,28.000000000000004,-2.0,-10.0,6.0,TAP
244,,2.0,,0.0,-2.0,4.0,0.0,,,,,,,,,170.0,0.05434533559077328,14.25,262.2120158996563,2606.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,68.0,28.000000000000004,-2.0,-10.0,6.0,TAP
245,,3.0,,0.0,-2.0,4.0,0.0,,,,,,,,,170.0,0.05434533559077328,14.25,262.2120158996563,2606.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,68.0,28.000000000000004,-2.0,-10.0,6.0,TAP
246,,4.0,,0.0,-2.0,4.0,0.0,,,,,,,,,170.0,0.05434533559077328,14.25,262.2120158996563,2606.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,68.0,28.000000000000004,-2.0,-10.0,6.0,TAP
247,,5.0,,0.0,-2.0,4.0,0.0,,,,,,,,,170.0,0.05434533559077328,14.25,262.2120158996563,2606.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,68.0,28.000000000000004,-2.0,-10.0,6.0,TAP
141,,0.0,,-3.0,0.0,0.0,5.0,,,,,,,,,-75.0,0.02460654141316057,8.94,363.31802384948446,2251.02830209347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,28.67,71.29,-4.999999999999982,24.0,-3.0,-4.999999999999999,1.0000000000000009,TAP
142,,0.0,,-3.0,0.0,0.0,5.0,,,,,,,,,-75.0,0.02460654141316057,8.94,363.31802384948446,2251.02830209347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,28.67,71.29,-4.999999999999982,24.0,-3.0,-4.999999999999999,1.0000000000000009,TAP
143,,0.0,,-3.0,0.0,0.0,5.0,,,,,,,,,-75.0,0.02460654141316057,8.94,363.31802384948446,2251.02830209347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,28.67,71.29,-4.999999999999982,24.0,-3.0,-4.999999999999999,1.0000000000000009,TAP
144,,0.0,,-3.0,0.0,0.0,5.0,,,,,,,,,-75.0,0.02460654141316057,8.94,363.31802384948446,2251.02830209347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,28.67,71.29,-4.999999999999982,24.0,-3.0,-4.999999999999999,1.0000000000000009,TAP
145,,0.0,,-3.0,0.0,0.0,5.0,,,,,,,,,-75.0,0.02460654141316057,8.94,363.31802384948446,2251.02830209347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,28.67,71.29,-4.999999999999982,24.0,-3.0,-4.999999999999999,1.0000000000000009,TAP
151,,1.0,,-3.0,0.0,0.0,5.0,,,,,,,,,-75.0,0.02460654141316057,8.94,363.31802384948446,2251.02830209347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,28.67,71.29,-4.999999999999982,24.0,-3.0,-4.999999999999999,1.0000000000000009,TAP
152,,2.0,,-3.0,0.0,0.0,5.0,,,,,,,,,-75.0,0.02460654141316057,8.94,363.31802384948446,2251.02830209347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,28.67,71.29,-4.999999999999982,24.0,-3.0,-4.999999999999999,1.0000000000000009,TAP
153,,3.0,,-3.0,0.0,0.0,5.0,,,,,,,,,-75.0,0.02460654141316057,8.94,363.31802384948446,2251.02830209347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,28.67,71.29,-4.999999999999982,24.0,-3.0,-4.999999999999999,1.0000000000000009,TAP
154,,4.0,,-3.0,0.0,0.0,5.0,,,,,,,,,-75.0,0.02460654141316057,8.94,363.31802384948446,2251.02830209347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,28.67,71.29,-4.999999999999982,24.0,-3.0,-4.999999999999999,1.0000000000000009,TAP
155,,5.0,,-3.0,0.0,0.0,5.0,,,,,,,,,-75.0,0.02460654141316057,8.94,363.31802384948446,2251.02830209347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,28.67,71.29,-4.999999999999982,24.0,-3.0,-4.999999999999999,1.0000000000000009,TAP
104,,0.0,,-3.0,0.0,1.0,4.0,,,,,,,,,-55.0,0.013565759177663552,5.2,383.31802384948446,2281.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,28.67,71.29,1.0000000000000009,25.0,-3.0,-5.999999999999998,2.0000000000000004,TAP
35,,0.0,,-3.0,1.0,0.0,4.0,,,,,,,,,-30.0,0.010518701293044583,3.81,362.2120158996563,2306.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,28.67,71.29,8.000000000000007,24.0,-1.9999999999999998,-5.999999999999998,2.0000000000000004,TAP
11,,0.0,,-2.0,3.0,1.0,0.0,,,,,,,,,154.99999999999994,0.010230046816471395,3.16,308.8939920501718,2571.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,64.99999999999999,25.0,0.9999999999999999,-10.000000000000002,6.0,TAP
17,,0.0,,-3.0,5.0,1.0,0.0,,,,,,,,,245.0,0.0089445836511034,4.05,452.7879841003437,3869.042453140205,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,101.0,37.0,2.0000000000000004,-14.999999999999996,9.0,TAP
36,,0.0,,-1.0,2.0,0.0,0.0,,,,,,,,,90.0,0.0061851088243467574,0.89,143.89399205017185,1298.0141510467347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,36.0,12.0,1.0,-5.0,3.0,TAP
37,,0.0,,-1.0,2.0,0.0,0.0,,,,,,,,,90.0,0.0061851088243467574,0.89,143.89399205017185,1298.0141510467347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,36.0,12.0,1.0,-5.0,3.0,TAP
38,,0.0,,-1.0,2.0,0.0,0.0,,,,,,,,,90.0,0.0061851088243467574,0.89,143.89399205017185,1298.0141510467347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,36.0,12.0,1.0,-5.0,3.0,TAP
39,,0.0,,-1.0,2.0,0.0,0.0,,,,,,,,,90.0,0.0061851088243467574,0.89,143.89399205017185,1298.0141510467347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,36.0,12.0,1.0,-5.0,3.0,TAP
40,,0.0,,-1.0,2.0,0.0,0.0,,,,,,,,,90.0,0.0061851088243467574,0.89,143.89399205017185,1298.0141510467347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,36.0,12.0,1.0,-5.0,3.0,TAP
66,,1.0,,-1.0,2.0,0.0,0.0,,,,,,,,,90.0,0.0061851088243467574,0.89,143.89399205017185,1298.0141510467347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,36.0,12.0,1.0,-5.0,3.0,TAP
67,,2.0,,-1.0,2.0,0.0,0.0,,,,,,,,,90.0,0.0061851088243467574,0.89,143.89399205017185,1298.0141510467347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,36.0,12.0,1.0,-5.0,3.0,TAP
68,,3.0,,-1.0,2.0,0.0,0.0,,,,,,,,,90.0,0.0061851088243467574,0.89,143.89399205017185,1298.0141510467347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,36.0,12.0,1.0,-5.0,3.0,TAP
69,,4.0,,-1.0,2.0,0.0,0.0,,,,,,,,,90.0,0.0061851088243467574,0.89,143.89399205017185,1298.0141510467347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,36.0,12.0,1.0,-5.0,3.0,TAP
70,,5.0,,-1.0,2.0,0.0,0.0,,,,,,,,,90.0,0.0061851088243467574,0.89,143.89399205017185,1298.0141510467347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,36.0,12.0,1.0,-5.0,3.0,TAP
56,,0.0,,-2.0,4.0,0.0,0.0,,,,,,,,,180.0,0.006150361021962787,1.77,287.7879841003437,2596.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,72.0,24.0,2.0,-10.0,6.0,TAP
57,,0.0,,-2.0,4.0,0.0,0.0,,,,,,,,,180.0,0.006150361021962787,1.77,287.7879841003437,2596.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,72.0,24.0,2.0,-10.0,6.0,TAP
58,,0.0,,-2.0,4.0,0.0,0.0,,,,,,,,,180.0,0.006150361021962787,1.77,287.7879841003437,2596.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,72.0,24.0,2.0,-10.0,6.0,TAP
59,,0.0,,-2.0,4.0,0.0,0.0,,,,,,,,,180.0,0.006150361021962787,1.77,287.7879841003437,2596.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,72.0,24.0,2.0,-10.0,6.0,TAP
60,,0.0,,-2.0,4.0,0.0,0.0,,,,,,,,,180.0,0.006150361021962787,1.77,287.7879841003437,2596.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,72.0,24.0,2.0,-10.0,6.0,TAP
86,,1.0,,-2.0,4.0,0.0,0.0,,,,,,,,,180.0,0.006150361021962787,1.77,287.7879841003437,2596.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,72.0,24.0,2.0,-10.0,6.0,TAP
87,,2.0,,-2.0,4.0,0.0,0.0,,,,,,,,,180.0,0.006150361021962787,1.77,287.7879841003437,2596.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,72.0,24.0,2.0,-10.0,6.0,TAP
88,,3.0,,-2.0,4.0,0.0,0.0,,,,,,,,,180.0,0.006150361021962787,1.77,287.7879841003437,2596.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,72.0,24.0,2.0,-10.0,6.0,TAP
89,,4.0,,-2.0,4.0,0.0,0.0,,,,,,,,,180.0,0.006150361021962787,1.77,287.7879841003437,2596.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,72.0,24.0,2.0,-10.0,6.0,TAP
90,,5.0,,-2.0,4.0,0.0,0.0,,,,,,,,,180.0,0.006150361021962787,1.77,287.7879841003437,2596.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,72.0,24.0,2.0,-10.0,6.0,TAP
105,,0.0,,-3.0,0.0,2.0,3.0,,,,,,,,,-35.0,0.0036199721154660373,1.46,403.31802384948446,2311.0283020934694,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,28.67,71.29,6.999999999999995,26.0,-3.0,-6.999999999999998,3.0,TAP
218,,0.0,,0.0,-3.0,5.0,0.0,,,,,,,,,159.99999999999994,0.002178882762806031,0.65,298.3180238494844,2566.02830209347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,60.999999999999986,29.000000000000004,-3.0,-9.999999999999998,6.0,TAP
219,,0.0,,0.0,-3.0,5.0,0.0,,,,,,,,,159.99999999999994,0.002178882762806031,0.65,298.3180238494844,2566.02830209347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,60.999999999999986,29.000000000000004,-3.0,-9.999999999999998,6.0,TAP
220,,0.0,,0.0,-3.0,5.0,0.0,,,,,,,,,159.99999999999994,0.002178882762806031,0.65,298.3180238494844,2566.02830209347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,60.999999999999986,29.000000000000004,-3.0,-9.999999999999998,6.0,TAP
221,,0.0,,0.0,-3.0,5.0,0.0,,,,,,,,,159.99999999999994,0.002178882762806031,0.65,298.3180238494844,2566.02830209347,Bear Call Ladder,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,67.45,32.51,60.999999999999986,29.000000000000004,-3.0,-9.999999999999998,6.0,TAP
