,Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,C_40.0,C_40.5,C_41.0,C_41.5,C_42.0,C_42.5,C_43.0,C_43.5,C_44.0,C_44.5,P_-1000000.0,P_40.5,P_41.0,P_41.5,P_42.0,P_42.5,P_43.0,P_43.5,P_44.0,P_44.5
50,WDC,Bull Call Spread,109.14,438.0,4634.021756807359,438.0,31.79,68.14,0.24917808219178084,116.00000000000001,20.0,-14.000000000000002,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,WDC,Bull Call Spread,54.57,219.0,2317.0108784036797,219.0,31.79,68.14,0.24917808219178084,58.00000000000001,10.0,-7.000000000000001,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,WDC,Bull Call Spread,91.09,413.0,4509.021756807359,413.0,31.79,68.14,0.22055690072639225,101.00000000000003,20.999999999999996,-14.000000000000002,6.0,2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,WDC,Bull Call Spread,68.01,314.0,4358.021756807359,314.0,31.79,68.14,0.2165923566878981,84.0,16.0,-14.000000000000002,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,WDC,Bull Call Spread,34.0,157.0,2179.0108784036797,157.0,31.79,68.14,0.21656050955414013,42.0,8.0,-7.000000000000001,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,WDC,Bull Call Spread,95.63,461.0,4611.021756807359,461.0,31.79,68.14,0.20744034707158351,116.00000000000001,20.999999999999996,-14.000000000000002,6.0,2.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,WDC,Bull Call Spread,39.94,224.0,2262.0108784036797,224.0,31.79,68.14,0.17830357142857142,52.000000000000014,11.000000000000002,-7.000000000000001,3.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,WDC,Bull Call Spread,42.96,256.0,2330.0108784036797,256.0,31.79,68.14,0.1678125,62.000000000000014,11.000000000000002,-7.000000000000001,3.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,WDC,Bull Call Spread,46.77,284.0,2402.0108784036797,284.0,31.79,68.14,0.1646830985915493,70.0,11.000000000000002,-7.000000000000001,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,WDC,Bull Call Spread,68.11,436.0,4486.021756807359,436.0,31.79,68.14,0.15621559633027524,107.0,15.0,-14.000000000000002,6.0,1.9999999999999998,0.0,0.0,0.0,0.0,0.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,WDC,Bull Call Spread,67.89,460.0,4512.021756807359,460.0,31.79,68.14,0.14758695652173914,110.00000000000001,15.999999999999998,-14.000000000000002,6.0,1.9999999999999998,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,WDC,Bull Call Spread,69.4,476.0,4546.021756807359,476.0,31.79,68.14,0.1457983193277311,114.99999999999999,15.999999999999998,-14.000000000000002,6.0,1.9999999999999998,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,WDC,Bull Call Spread,71.3,490.0,4582.021756807359,490.0,31.79,68.14,0.14551020408163265,119.0,15.999999999999998,-14.000000000000002,6.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,WDC,Bull Call Spread,49.93,348.0,4374.021756807359,348.0,31.79,68.14,0.14347701149425288,87.99999999999999,16.000000000000004,-14.000000000000002,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,WDC,Bull Call Spread,38.98,349.0,2487.0108784036797,349.0,31.79,68.14,0.11169054441260744,82.0,12.0,-7.000000000000001,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,WDC,Bull Call Spread,28.72,259.0,2277.0108784036797,259.0,31.79,68.14,0.11088803088803088,55.00000000000001,12.0,-7.000000000000001,3.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,WDC,Bull Call Spread,33.26,307.0,2379.0108784036797,307.0,31.79,68.14,0.1083387622149837,70.0,12.0,-7.000000000000001,3.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,WDC,Bull Call Spread,30.49,346.0,2340.0108784036797,346.0,47.52,52.41,0.08812138728323698,71.00000000000001,8.0,-7.000000000000001,3.0,1.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,WDC,Bull Call Spread,26.89,309.0,2327.0108784036797,309.0,47.52,52.41,0.08702265372168284,67.0,8.0,-7.000000000000001,3.0,1.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,WDC,Bull Call Spread,41.91,486.0,4486.021756807359,486.0,31.79,68.14,0.08623456790123456,112.00000000000001,14.000000000000002,-14.000000000000002,6.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,WDC,Bull Call Spread,20.95,243.0,2243.0108784036797,243.0,31.79,68.14,0.08621399176954732,56.00000000000001,7.000000000000001,-7.000000000000001,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,WDC,Bull Call Spread,15.92,191.0,2195.0108784036797,191.0,31.79,68.14,0.08335078534031413,46.00000000000001,7.999999999999999,-7.000000000000001,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,WDC,Bull Call Spread,24.15,297.0,2339.0108784036797,297.0,31.79,68.14,0.08131313131313131,68.0,8.0,-7.000000000000001,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,WDC,Bull Call Spread,22.24,283.0,2303.0108784036797,283.0,31.79,68.14,0.07858657243816254,64.0,8.0,-7.000000000000001,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,WDC,Bull Call Spread,20.73,267.0,2269.0108784036797,267.0,31.79,68.14,0.07764044943820225,59.00000000000001,8.0,-7.000000000000001,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,WDC,Bull Call Spread,31.18,414.0,2572.0108784036797,414.0,31.79,68.14,0.07531400966183575,94.00000000000001,12.999999999999995,-7.000000000000001,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,WDC,Bull Call Spread,22.67,337.0,2349.0108784036797,337.0,47.52,52.41,0.06727002967359051,71.0,9.0,-6.000000000000001,3.0,1.0,0.0,0.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,WDC,Bull Call Spread,23.56,358.0,2428.0108784036797,358.0,31.79,68.14,0.06581005586592178,78.00000000000003,12.999999999999995,-7.000000000000001,3.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,WDC,Bull Call Spread,23.45,360.0,2376.0108784036797,360.0,47.52,52.41,0.06513888888888889,75.0,8.0,-7.000000000000001,3.0,1.0,0.0,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,WDC,Bull Call Spread,24.23,383.0,2403.0108784036797,383.0,47.52,52.41,0.06326370757180157,80.0,7.000000000000001,-7.000000000000001,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,WDC,Bull Call Spread,27.42,437.0,2499.0108784036797,437.0,47.52,52.41,0.06274599542334096,92.0,8.0,-7.000000000000001,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,WDC,Bull Call Spread,25.52,423.0,2463.0108784036797,423.0,47.52,52.41,0.06033096926713948,88.0,8.0,-7.000000000000001,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,WDC,Bull Call Spread,17.51,294.0,2292.0108784036797,294.0,31.79,68.14,0.05955782312925171,58.00000000000003,12.999999999999995,-7.000000000000001,3.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,WDC,Bull Call Spread,24.01,407.0,2429.0108784036797,407.0,47.52,52.41,0.058992628992629,83.0,8.0,-7.000000000000001,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,WDC,Bull Call Spread,21.59,379.0,2357.0108784036797,379.0,47.52,52.41,0.05696569920844327,75.00000000000001,8.0,-7.000000000000001,3.0,1.0,0.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,WDC,Bull Call Spread,21.67,397.00000000000006,4375.021756807359,397.00000000000006,31.79,68.14,0.05458438287153652,95.0,15.999999999999998,-14.000000000000002,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,WDC,Bull Call Spread,19.77,383.00000000000006,4339.021756807359,383.00000000000006,31.79,68.14,0.05161879895561357,91.0,15.999999999999998,-14.000000000000002,6.0,1.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,WDC,Bull Call Spread,17.37,407.0,2379.0108784036797,407.0,47.52,52.41,0.04267813267813268,79.0,9.0,-6.000000000000001,3.0,1.0,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,WDC,Bull Call Spread,18.14,430.0,2406.0108784036797,430.0,47.52,52.41,0.04218604651162791,83.0,8.0,-7.000000000000001,3.0,1.0,0.0,2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,WDC,Bull Call Spread,18.92,453.0,2433.0108784036797,453.0,47.52,52.41,0.04176600441501104,88.00000000000001,7.000000000000001,-7.000000000000001,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,WDC,Bull Call Spread,20.21,493.0,2493.0108784036797,493.0,47.52,52.41,0.04099391480730223,96.00000000000001,8.0,-7.000000000000001,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,WDC,Bull Call Spread,18.7,477.0,2459.0108784036797,477.0,47.52,52.41,0.03920335429769392,91.00000000000001,8.0,-7.000000000000001,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,WDC,Bull Call Spread,15.26,401.00000000000006,2435.0108784036797,401.00000000000006,47.52,52.41,0.038054862842892764,83.99999999999999,8.0,-7.000000000000001,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,WDC,Bull Call Spread,14.85,394.0,2342.0108784036797,394.0,47.52,52.41,0.037690355329949236,75.00000000000003,7.999999999999999,-7.000000000000001,3.0,0.9999999999999999,0.0,3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,WDC,Bull Call Spread,10.52,301.00000000000006,2285.0108784036797,301.00000000000006,31.79,68.14,0.0349501661129568,62.999999999999986,9.0,-6.000000000000001,3.0,1.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,WDC,Bull Call Spread,11.29,324.00000000000006,2312.0108784036797,324.00000000000006,31.79,68.14,0.03484567901234567,67.0,8.0,-7.000000000000001,3.0,1.0,0.0,0.0,0.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,WDC,Bull Call Spread,12.07,347.00000000000006,2339.0108784036797,347.00000000000006,47.52,52.41,0.03478386167146973,72.0,7.000000000000001,-7.000000000000001,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,WDC,Bull Call Spread,13.36,387.00000000000006,2399.0108784036797,387.00000000000006,47.52,52.41,0.034521963824289396,80.0,8.0,-7.000000000000001,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,WDC,Bull Call Spread,11.85,371.00000000000006,2365.0108784036797,371.00000000000006,47.52,52.41,0.03194070080862533,75.0,8.0,-7.000000000000001,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,WDC,Bull Call Spread,4.99,355.0,2331.0108784036797,355.0,47.52,52.41,0.014056338028169016,71.00000000000001,7.999999999999999,-7.000000000000001,3.0,0.9999999999999999,0.0,0.0,3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,WDC,Bull Call Spread,1.14,401.0,2435.0108784036797,401.0,31.79,68.14,0.0028428927680798004,85.0,7.999999999999999,-7.000000000000001,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,WDC,Bear Call Spread,187.69,366.0,6592.032635211039,385.3667034099441,31.79,68.14,0.48704259693225177,121.0,27.999999999999996,-21.000000000000004,9.0,3.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,WDC,Bear Call Spread,186.35,335.0,6573.032635211039,404.3667034099441,31.79,68.14,0.4608440764992455,117.0,27.999999999999996,-21.000000000000004,9.0,3.0,0.0,-1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,WDC,Bear Call Spread,178.78,399.0,6609.032635211039,399.0,31.79,68.14,0.4480701754385965,125.0,27.999999999999996,-21.000000000000004,9.0,3.0,0.0,0.0,0.0,-1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,WDC,Bear Call Spread,183.0,306.0,6552.032635211039,425.3667034099441,31.79,68.14,0.43021703046567583,116.00000000000001,30.0,-20.0,9.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,WDC,Bear Call Spread,125.32,212.0,4360.021756807359,291.5778022732961,31.79,68.14,0.42979952185296144,75.00000000000001,19.0,-14.000000000000002,6.0,1.9999999999999998,0.0,0.0,-1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,WDC,Bear Call Spread,116.41,245.0,4377.021756807359,274.5778022732961,31.79,68.14,0.4239599816016205,79.00000000000001,19.0,-14.000000000000002,6.0,1.9999999999999998,0.0,0.0,0.0,-1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,WDC,Bear Call Spread,112.19,273.0,4399.021756807359,273.0,31.79,68.14,0.41095238095238096,83.0,20.0,-13.0,6.0,1.9999999999999998,0.0,0.0,0.0,0.0,-1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,WDC,Bear Call Spread,174.56,427.0,6631.032635211039,427.0,31.79,68.14,0.4088056206088993,129.0,28.999999999999996,-20.0,9.0,3.0,0.0,0.0,0.0,0.0,-1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,WDC,Bear Call Spread,177.32,426.0,8418.043513614719,436.21109886335194,31.79,68.14,0.4065004316993491,127.00000000000003,32.0,-28.000000000000004,12.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,WDC,Bear Call Spread,178.83,442.0,8452.043513614719,442.0,31.79,68.14,0.4045927601809955,132.00000000000003,32.0,-28.000000000000004,12.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,WDC,Bear Call Spread,123.98,181.0,4341.021756807359,310.5778022732961,31.79,68.14,0.399191439608754,71.00000000000001,19.0,-14.000000000000002,6.0,1.9999999999999998,0.0,-1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,WDC,Bear Call Spread,162.01,392.0,6566.032635211039,411.3667034099441,31.79,68.14,0.39383352774312963,120.00000000000001,30.999999999999993,-19.000000000000004,9.0,3.0000000000000004,0.0,0.0,0.0,0.0,-2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,WDC,Bear Call Spread,175.34,450.0,6658.032635211039,450.0,31.79,68.14,0.38964444444444446,133.0,27.999999999999996,-21.000000000000004,9.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,WDC,Bear Call Spread,127.14,317.00000000000006,6291.032635211039,327.21109886335205,31.79,68.14,0.38855650203080505,93.00000000000001,24.0,-21.000000000000004,9.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,WDC,Bear Call Spread,128.65,333.00000000000006,6325.032635211039,333.00000000000006,31.79,68.14,0.3863363363363363,98.00000000000001,24.0,-21.000000000000004,9.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,WDC,Bear Call Spread,188.27,270.0,6488.032635211039,489.3667034099441,31.79,68.14,0.38472172031345914,104.00000000000003,28.999999999999993,-21.000000000000004,9.0,3.0000000000000004,0.0,0.0,-2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,WDC,Bear Call Spread,177.54,402.0,8392.043513614719,462.21109886335194,31.79,68.14,0.38411020513483585,124.00000000000003,31.000000000000007,-28.000000000000004,12.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,WDC,Bear Call Spread,112.97,296.0,4426.021756807359,296.0,31.79,68.14,0.3816554054054054,87.00000000000001,19.0,-14.000000000000002,6.0,1.9999999999999998,0.0,0.0,0.0,0.0,0.0,-1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,WDC,Bear Call Spread,170.45,336.0,6522.032635211039,455.3667034099441,31.79,68.14,0.3743137096401893,112.00000000000003,28.999999999999993,-21.000000000000004,9.0,3.0000000000000004,0.0,0.0,0.0,-2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
