,Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,C_34.0,C_35.0,C_35.5,C_36.0,C_1000000.0,P_34.0,P_35.0,P_35.5,P_36.0,P_37.0,P_37.5
1,TAP,Bull Put Ladder,-14.47,70.0,1286.0141510467354,155.89399205017116,34.58,65.37,-0.09281948463634916,-28.000000000000004,11.999999999999998,-5.0,3.9999999999999996,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0
9,TAP,Bear Call Ladder,10.86,65.0,1273.0141510467347,111.10600794982815,19.77,80.18,0.09774448925303861,27.999999999999996,13.0,-4.0,2.0,-1.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,TAP,Bear Call Ladder,7.4,20.0,1218.0141510467347,166.10600794982815,19.77,80.18,0.044549863616222415,15.999999999999998,13.0,-4.0,2.0,-1.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,TAP,Bear Call Ladder,6.01,45.0,1243.0141510467347,145.0,19.77,80.18,0.041448275862068965,23.0,12.0,-4.0,2.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,TAP,Bear Call Ladder,2.27,65.0,1273.0141510467347,165.0,19.77,80.18,0.013757575757575758,28.999999999999996,13.0,-5.0,3.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,TAP,Bear Call Ladder,-13.33,-75.0,75.0,125.0,51.51,48.44,-0.10664,-25.0,0.0,1.0000000000000002,-0.9999999999999999,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,TAP,Bear Call Ladder,-13.33,-75.0,75.0,125.0,51.51,48.44,-0.10664,-25.0,0.0,1.0000000000000002,-0.9999999999999999,-1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12,TAP,Bear Call Ladder,-9.87,-30.0,30.0,70.0,51.51,48.44,-0.141,-13.0,0.0,1.0000000000000002,-0.9999999999999999,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,TAP,Bear Call Ladder,-9.87,-30.0,30.0,70.0,51.51,48.44,-0.141,-13.0,0.0,1.0000000000000002,-0.9999999999999999,-1.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5,TAP,Bear Call Ladder,-17.07,-55.0,55.0,95.0,51.51,48.44,-0.17968421052631578,-19.0,1.0000000000000009,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,TAP,Bear Call Ladder,-17.07,-55.0,55.0,95.0,51.51,48.44,-0.17968421052631578,-19.0,1.0000000000000009,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14,TAP,Bear Call Ladder,-11.26,-5.0,5.0,45.0,67.45,32.51,-0.25022222222222223,-6.0,-1.0000000000000009,1.0000000000000002,-0.9999999999999999,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,TAP,Bear Call Ladder,-11.26,-5.0,5.0,45.0,67.45,32.51,-0.25022222222222223,-6.0,-1.0000000000000009,1.0000000000000002,-0.9999999999999999,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,TAP,Bear Call Ladder,-18.46,-30.0,30.0,70.0,51.51,48.44,-0.26371428571428573,-12.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,TAP,Bear Call Ladder,-18.46,-30.0,30.0,70.0,51.51,48.44,-0.26371428571428573,-12.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,TAP,Bear Call Ladder,-13.61,-10.0,10.0,40.0,51.51,48.44,-0.34025,-7.000000000000001,1.0000000000000009,0.0,0.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,TAP,Bear Call Ladder,-13.61,-10.0,10.0,40.0,51.51,48.44,-0.34025,-7.000000000000001,1.0000000000000009,0.0,0.0,-1.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,TAP,Long Straddle,31.52,275.0,1281.0141510467354,228.89399205017185,39.44,60.52,0.1377056676659781,-4.0,24.0,-10.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,TAP,Long Straddle,34.29,275.0,1331.0141510467354,271.10600794982815,54.36,45.6,0.12648188898250395,-18.0,25.0,-10.0,6.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,TAP,Long Straddle,26.77,300.0,1356.0141510467354,246.10600794982815,45.52,54.43,0.10877426448466632,-29.0,23.0,-9.0,4.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,TAP,Long Straddle,18.45,285.0,1303.0141510467347,270.89399205017116,52.18,47.78,0.06810782276995996,20.0,23.0,-10.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,TAP,Long Strangle,32.91,300.0,1306.0141510467354,250.0,54.36,45.6,0.13163999999999998,-11.0,24.0,-10.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,TAP,Long Strangle,26.37,355.0,1251.0141510467354,205.0,39.44,60.52,0.12863414634146342,1.0,24.0,-10.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,TAP,Long Strangle,24.99,330.0,1258.0141510467347,215.89399205017116,39.44,60.52,0.11575125256006487,8.0,24.0,-10.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,TAP,Long Strangle,21.65,345.0,1311.0141510467354,245.0,54.36,45.6,0.0883673469387755,-16.0,23.0,-10.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5,TAP,Long Strangle,23.04,320.0,1336.0141510467354,266.10600794982815,45.52,54.43,0.08658203614983387,-23.0,24.0,-10.0,5.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,TAP,Long Strangle,15.12,400.0,1256.0141510467354,200.0,39.44,60.52,0.0756,-4.0,23.0,-10.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,TAP,Short Iron Butterfly,10.88,180.0,1308.0141510467347,133.89399205017185,32.51,67.45,0.0812583136360825,36.0,13.0,-5.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0
1,TAP,Short Iron Butterfly,10.88,180.0,1308.0141510467347,133.89399205017185,32.51,67.45,0.0812583136360825,36.0,13.0,-5.0,3.0,1.0,0.0,1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
2,TAP,Short Iron Butterfly,13.66,180.0,1258.0141510467347,176.10600794982815,19.77,80.18,0.0775669164216798,22.000000000000007,14.0,-5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0
3,TAP,Short Iron Butterfly,13.66,180.0,1258.0141510467347,176.10600794982815,19.77,80.18,0.0775669164216798,22.000000000000007,14.0,-5.0,3.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0
6,TAP,Short Iron Butterfly,7.13,135.0,1303.0141510467347,131.10600794982815,32.51,67.45,0.05438347266838083,34.00000000000001,13.0,-5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0
7,TAP,Short Iron Butterfly,7.13,135.0,1303.0141510467347,131.10600794982815,32.51,67.45,0.05438347266838083,34.00000000000001,13.0,-5.0,3.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0
4,TAP,Short Iron Butterfly,6.14,205.0,1183.0141510467347,151.10600794982815,19.77,80.18,0.040633725179469164,11.0,12.0,-4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
5,TAP,Short Iron Butterfly,6.14,205.0,1183.0141510467347,151.10600794982815,19.77,80.18,0.040633725179469164,11.0,12.0,-4.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0
8,TAP,Short Iron Butterfly,-0.4,160.0,1228.0141510467347,106.10600794982815,19.77,80.18,-0.0037698148081222564,23.0,11.0,-4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
9,TAP,Short Iron Butterfly,-0.4,160.0,1228.0141510467347,106.10600794982815,19.77,80.18,-0.0037698148081222564,23.0,11.0,-4.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0
10,TAP,Short Iron Butterfly,-1.78,135.0,1253.0141510467347,85.0,19.77,80.18,-0.020941176470588234,29.999999999999996,11.0,-4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0
11,TAP,Short Iron Butterfly,-1.78,135.0,1253.0141510467347,85.0,19.77,80.18,-0.020941176470588234,29.999999999999996,11.0,-4.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,-1.0,1.0,0.0,0.0
1,TAP,Long Call Condor,-15.12,55.0,45.0,55.0,32.51,67.45,-0.2749090909090909,13.0,0.0,-1.0000000000000002,0.9999999999999999,1.0,0.0,1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,TAP,Long Call Condor,-16.38,40.0,10.0,40.0,48.44,51.51,-0.4095,7.000000000000001,-1.0000000000000009,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,TAP,Long Call Condor,-13.73,30.0,20.0,30.0,32.51,67.45,-0.45766666666666667,6.0,1.0000000000000009,-1.0000000000000002,0.9999999999999999,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,TAP,Long Call Condor,-15.12,55.0,45.0,55.0,32.51,67.45,-0.2749090909090909,13.0,0.0,-1.0000000000000002,0.9999999999999999,1.0,0.0,1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,TAP,Long Call Condor,-16.38,40.0,10.0,40.0,48.44,51.51,-0.4095,7.000000000000001,-1.0000000000000009,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,TAP,Long Call Condor,-13.73,30.0,20.0,30.0,32.51,67.45,-0.45766666666666667,6.0,1.0000000000000009,-1.0000000000000002,0.9999999999999999,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,TAP,Long Iron Condor,-16.38,-10.0,10.0,40.0,48.44,51.51,-0.4095,6.999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0
1,TAP,Long Iron Condor,-18.73,-15.0,15.0,35.0,32.51,67.45,-0.5351428571428571,5.000000000000004,0.9999999999999996,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0
2,TAP,Short Iron Condor,16.01,135.0,1253.0141510467347,135.0,19.77,80.18,0.11859259259259261,23.0,13.0,-4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0
3,TAP,Short Iron Condor,16.01,135.0,1253.0141510467347,135.0,19.77,80.18,0.11859259259259261,23.0,13.0,-4.0,2.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
5,TAP,Short Iron Condor,17.39,160.0,1228.0141510467347,156.10600794982815,19.77,80.18,0.11139865933660335,16.000000000000007,13.0,-4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0
6,TAP,Short Iron Condor,17.39,160.0,1228.0141510467347,156.10600794982815,19.77,80.18,0.11139865933660335,16.000000000000007,13.0,-4.0,2.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0
9,TAP,Short Iron Condor,10.86,115.0,1273.0141510467347,111.10600794982815,19.77,80.18,0.09774448925303861,28.000000000000007,12.0,-4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0
10,TAP,Short Iron Condor,10.86,115.0,1273.0141510467347,111.10600794982815,19.77,80.18,0.09774448925303861,28.000000000000007,12.0,-4.0,2.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0
0,TAP,Short Iron Condor,12.27,155.0,1283.0141510467347,155.0,32.51,67.45,0.07916129032258064,29.0,14.0,-5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0
1,TAP,Short Iron Condor,12.27,155.0,1283.0141510467347,155.0,32.51,67.45,0.07916129032258064,29.0,14.0,-5.0,3.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
7,TAP,Short Iron Condor,-7.07,85.0,65.0,85.0,51.51,48.44,-0.0831764705882353,-18.999999999999993,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0
8,TAP,Short Iron Condor,-18.33,130.0,70.0,130.0,51.51,48.44,-0.141,-24.0,0.0,0.0,-0.9999999999999999,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0
4,TAP,Short Iron Condor,-8.46,60.0,40.0,60.0,51.51,48.44,-0.14100000000000001,-12.0,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0
11,TAP,Short Iron Condor,-13.61,40.0,10.0,40.0,51.51,48.44,-0.34025,-6.999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0
