,C_1000000.0,C_34.0,C_35.0,C_35.5,C_36.0,C_40.0,C_40.5,C_41.0,C_41.5,C_42.0,C_42.5,C_43.0,C_43.5,C_44.0,C_44.5,Cost of Strategy,Exp_Pnl/Max_Loss,Expected PnL,Max_Loss,Max_Profit,Name,P_-1000000.0,P_34.0,P_35.0,P_35.5,P_36.0,P_37.0,P_37.5,P_40.5,P_41.0,P_41.5,P_42.0,P_42.5,P_43.0,P_43.5,P_44.0,P_44.5,Prob of Loss,Prob of Profit,Strategy_Delta,Strategy_Gamma,Strategy_Rho,Strategy_Theta,Strategy_Vega,Underlying
91,,,,,,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,43.000000000000014,0.13458910538341873,27.35,203.211098863352,1993.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,17.0,9.0,0.0,-6.000000000000001,3.0,WDC
35,,,,,,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,157.00000000000003,0.12807194182462345,26.74,208.78890113664923,2179.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,42.99999999999999,8.0,1.0,-7.000000000000001,3.0,WDC
21,,,,,,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,0.1280078125,32.77,256.0,2030.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,20.999999999999996,10.0,1.0,-6.000000000000001,3.0,WDC
22,,,,,,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-7.999999999999986,0.1275619834710744,30.87,242.0,1994.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.2,54.73,17.0,10.0,0.0,-6.000000000000001,3.0,WDC
28,,,,,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-77.99999999999999,0.12685539351283467,35.8,282.21109886335194,1914.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.2,54.73,3.9999999999999982,10.0,0.0,-6.000000000000001,3.0,WDC
65,,,,,,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,66.0,0.12197558166658794,31.2,255.78890113664804,2070.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,26.0,8.999999999999998,1.0,-7.000000000000001,3.0,WDC
8,,,,,,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,146.0,0.11983739837398374,29.48,246.0,2190.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,46.0,10.0,1.0,-6.000000000000001,3.0,WDC
2,,,,,,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,181.0,0.11614718614718614,26.83,231.0,2205.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,50.0,10.0,1.0,-6.000000000000001,3.0,WDC
47,,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,35.0,0.10862884154537261,29.85,274.78890113664806,2051.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,21.999999999999996,8.999999999999998,1.0,-7.000000000000001,3.0,WDC
29,,,,,,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,0.10245487364620938,28.38,277.0,2259.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,54.99999999999999,8.0,1.0,-7.000000000000001,3.0,WDC
13,,,,,,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,128.00000000000003,0.101832594543305,23.4,229.78890113664923,2158.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,41.99999999999999,10.0,1.0,-6.000000000000001,3.0,WDC
92,,,,,,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,150.0,0.0992681863226301,18.84,189.78890113664804,2136.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,38.0,8.999999999999998,1.0,-7.000000000000001,3.0,WDC
0,,,,,,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,0.09515021370581644,28.47,299.2110988633508,2285.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,62.0,10.0,1.0,-6.000000000000001,3.0,WDC
76,,,,,,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,99.0,0.09334604704782508,22.29,238.78890113664804,2087.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,30.000000000000004,8.999999999999998,1.0,-7.000000000000001,3.0,WDC
23,,,,,,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.08962472864305668,26.51,295.78890113664806,2030.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,20.999999999999996,10.999999999999998,1.0,-6.000000000000001,3.0,WDC
7,,,,,,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.08402684563758389,25.04,298.0,2238.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,53.99999999999999,10.0,1.0,-6.000000000000001,3.0,WDC
32,,,,,,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,144.0,0.08391752577319589,16.28,194.0,2142.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,38.99999999999999,8.0,1.0,-7.000000000000001,3.0,WDC
86,,,,,,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0,127.0,0.08335297566091716,18.07,216.78890113664804,2109.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,34.0,9.999999999999998,1.0,-6.000000000000001,3.0,WDC
1,,,,,,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,233.00000000000003,0.07911660777385159,22.39,283.0,2253.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,57.99999999999999,10.0,1.0,-6.000000000000001,3.0,WDC
68,,,,,,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,35.0,0.07336842105263158,20.91,285.0,2001.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,18.0,8.0,1.0,-7.000000000000001,3.0,WDC
69,,,,,,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,21.000000000000014,0.07014760147601476,19.01,271.0,1965.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,14.000000000000002,8.0,0.0,-7.000000000000001,3.0,WDC
62,,,,,,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,105.0,0.06528073750810914,15.98,244.78890113664804,2081.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,30.999999999999993,8.0,1.0,-7.000000000000001,3.0,WDC
50,,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.064375,19.57,304.0,1982.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,13.999999999999996,8.0,1.0,-7.000000000000001,3.0,WDC
51,,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.999999999999986,0.06093103448275863,17.67,290.0,1946.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.2,54.73,9.999999999999998,8.0,0.0,-7.000000000000001,3.0,WDC
10,,,,,,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,115.0,0.06018604651162791,12.94,215.0,2121.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,37.99999999999999,10.0,1.0,-6.000000000000001,3.0,WDC
55,,,,,,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,157.00000000000003,0.05864151856809622,11.54,196.78890113664806,2129.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,38.99999999999999,8.0,1.0,-7.000000000000001,3.0,WDC
44,,,,,,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,74.0,0.05549892333194178,14.64,263.78890113664806,2062.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,26.99999999999999,8.0,1.0,-7.000000000000001,3.0,WDC
4,,,,,,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,150.0,0.051399999999999994,10.28,200.0,2136.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,42.0,10.0,1.0,-6.000000000000001,3.0,WDC
26,,,,,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-25.0,0.04993846153846154,16.23,325.0,1961.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.2,54.73,12.999999999999995,10.0,1.0,-6.000000000000001,3.0,WDC
98,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,142.0,0.04864583333333333,9.34,192.0,2094.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,35.0,7.000000000000001,1.0,-7.000000000000001,3.0,WDC
37,,,,,,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,126.00000000000003,0.047268418098764316,10.2,215.78890113664806,2110.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,34.99999999999999,8.0,1.0,-7.000000000000001,3.0,WDC
27,,,,,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-38.999999999999986,0.04604501607717042,14.32,311.0,1925.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.2,54.73,8.999999999999996,10.0,0.0,-6.000000000000001,3.0,WDC
79,,,,,,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,68.0,0.04477611940298507,12.0,268.0,2018.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,22.000000000000004,8.0,1.0,-7.000000000000001,3.0,WDC
99,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,128.0,0.04174157303370787,7.43,178.0,2058.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,31.0,7.000000000000001,0.0,-7.000000000000001,3.0,WDC
80,,,,,,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,54.000000000000014,0.03976377952755905,10.1,254.0,1982.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,18.000000000000004,8.0,0.0,-7.000000000000001,3.0,WDC
20,,,,,,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,45.0,0.03967851259265897,11.3,284.78890113664806,2041.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,25.99999999999999,10.0,1.0,-6.000000000000001,3.0,WDC
95,,,,,,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,119.0,0.03908675799086758,8.56,219.0,2067.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,30.0,8.0,1.0,-7.000000000000001,3.0,WDC
96,,,,,,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,105.00000000000001,0.03248780487804878,6.66,205.0,2031.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,26.0,8.0,0.0,-7.000000000000001,3.0,WDC
89,,,,,,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,96.0,0.0316260162601626,7.78,246.0,2040.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,25.999999999999996,9.0,1.0,-6.000000000000001,3.0,WDC
73,,,,,,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,138.0,0.031037508696522425,7.07,227.78890113664804,2098.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,35.0,8.0,1.0,-7.000000000000001,3.0,WDC
15,,,,,,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,97.00000000000003,0.028970952468930018,6.86,236.78890113664806,2089.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,33.99999999999999,10.0,1.0,-6.000000000000001,3.0,WDC
90,,,,,,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0,82.00000000000001,0.025344827586206896,5.88,232.0,2004.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,21.999999999999996,9.0,0.0,-6.000000000000001,3.0,WDC
83,,,,,,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,166.0,0.013897736876008203,2.86,205.78890113664804,2120.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,38.99999999999999,9.0,1.0,-6.000000000000001,3.0,WDC
58,,,,,,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,174.0,-0.02549243656253469,-5.45,213.78890113664804,2112.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,38.0,8.0,1.0,-8.000000000000002,3.0,WDC
40,,,,,,0.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,143.0,-0.029168057269252035,-6.79,232.78890113664804,2093.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,34.0,8.0,1.0,-8.000000000000002,3.0,WDC
18,,,,,,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,114.0,-0.039915063088380234,-10.13,253.78890113664804,2072.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,32.99999999999999,10.0,1.0,-7.000000000000002,3.0,WDC
59,,,,,,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,143.0,-0.06473251028806584,-15.73,243.0,2043.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,30.000000000000004,7.000000000000001,1.0,-8.0,3.0,WDC
41,,,,,,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,112.0,-0.06515267175572519,-17.07,262.0,2024.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,26.0,7.000000000000001,1.0,-8.0,3.0,WDC
71,,,,,,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,207.0,-0.06937198067632849,-14.36,207.0,2129.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,31.79,42.00000000000001,8.0,1.0,-8.000000000000002,3.0,WDC
42,,,,,,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,98.00000000000001,-0.07653225806451613,-18.98,248.0,1988.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,22.000000000000004,7.000000000000001,0.0,-8.0,3.0,WDC
60,,,,,,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,129.0,-0.07698689956331878,-17.63,229.0,2007.0108784036797,Bear Call Ladder,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49,19.44,26.000000000000007,7.000000000000001,0.0,-8.0,3.0,WDC
5,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,378.0,0.36886121441225483,117.22,317.78890113664806,2146.0108784036793,Long Straddle,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.2,54.73,-8.0,18.0,0.0,-14.000000000000002,6.0,WDC
4,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,392.0,0.35767909805334686,100.79,281.78890113664806,2082.0108784036793,Long Straddle,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.2,54.73,2.0,17.0,0.0,-14.000000000000002,6.0,WDC
8,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,424.0,0.31964827129717593,106.83,334.21109886335194,2250.0108784036793,Long Straddle,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.2,54.73,-33.0,16.0,-1.0,-13.0,6.0,WDC
7,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,409.0,0.2807337057826686,103.65,369.21109886335194,2215.0108784036793,Long Straddle,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45.2,54.73,-24.0,16.0,0.0,-14.000000000000002,6.0,WDC
0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,0.26040738285806325,92.76,356.2110988633508,2228.0108784036797,Long Straddle,0.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.26,51.67,34.0,16.0,0.0,-14.000000000000002,6.0,WDC
2,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0,0.25704074574074487,89.91,349.7889011366492,2138.0108784036797,Long Straddle,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.26,51.67,19.0,17.0,0.0,-14.000000000000002,6.0,WDC
1,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,0.24746845281158836,96.07,388.2110988633508,2196.0108784036797,Long Straddle,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.26,51.67,27.0,16.0,0.0,-14.000000000000002,6.0,WDC
6,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,416.0,0.20131156808670614,81.69,405.78890113664806,2158.0108784036793,Long Straddle,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.2,54.73,-16.0,17.0,0.0,-13.0,6.0,WDC
3,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,441.0,0.14405367220543464,49.38,342.7889011366492,2045.0108784036797,Long Straddle,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.62,39.31,10.000000000000007,16.0,0.0,-15.0,6.0,WDC
16,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.0,0.4825821596244132,102.79,213.0,2061.0108784036793,Long Strangle,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.62,39.31,0.0,16.0,0.0,-13.0,6.0,WDC
23,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.0,0.4625,105.45,228.0,2096.0108784036793,Long Strangle,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.2,54.73,-4.0,16.0,0.0,-13.0,6.0,WDC
15,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.0,0.41752136752136754,97.7,234.0,2052.0108784036797,Long Strangle,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60.62,39.31,5.0,16.0,0.0,-14.000000000000002,6.0,WDC
22,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,0.4030522088353414,100.36,249.0,2075.0108784036793,Long Strangle,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45.2,54.73,1.0,16.0,0.0,-14.000000000000002,6.0,WDC
14,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552.0,0.3857936507936508,97.22,252.0,2084.0108784036797,Long Strangle,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.26,51.67,8.0,17.0,0.0,-13.0,6.0,WDC
29,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,0.3821923076923077,99.37,260.0,2114.0108784036793,Long Strangle,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.2,54.73,-8.0,16.0,0.0,-13.0,6.0,WDC
21,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,0.37404494382022474,99.87,267.0,2069.0108784036797,Long Strangle,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.26,51.67,4.0,17.0,0.0,-13.0,6.0,WDC
41,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,469.0,0.37310344827586206,119.02,319.0,2205.0108784036793,Long Strangle,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.2,54.73,-21.0,17.0,0.0,-13.0,6.0,WDC
13,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,0.37128676470588234,100.99,272.0,2114.0108784036797,Long Strangle,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.26,51.67,13.0,17.0,0.0,-14.000000000000002,6.0,WDC
20,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.0,0.36114982578397214,103.65,287.0,2099.0108784036797,Long Strangle,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.26,51.67,9.0,17.0,0.0,-14.000000000000002,6.0,WDC
26,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,469.00000000000006,0.3603175742818309,97.57,270.78890113664926,2067.0108784036797,Long Strangle,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.62,39.31,5.0,17.0,0.0,-14.000000000000002,6.0,WDC
38,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,508.0,0.33704545454545454,103.81,308.0,2166.0108784036793,Long Strangle,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.2,54.73,-16.0,16.0,0.0,-13.0,6.0,WDC
12,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.0,0.3359259259259259,99.77,297.0,2139.0108784036797,Long Strangle,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48.26,51.67,18.0,17.0,0.0,-14.000000000000002,6.0,WDC
28,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0,0.3355160142348754,94.28,281.0,2093.0108784036793,Long Strangle,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45.2,54.73,-3.0,16.0,0.0,-14.000000000000002,6.0,WDC
40,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,440.0,0.3350882352941177,113.93,340.0,2184.0108784036793,Long Strangle,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45.2,54.73,-16.0,17.0,0.0,-14.000000000000002,6.0,WDC
35,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,417.0,0.3325087694569607,102.01,306.78890113664806,2107.0108784036793,Long Strangle,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.2,54.73,-3.0,17.0,0.0,-14.000000000000002,6.0,WDC
19,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,0.32830128205128206,102.43,312.0,2124.0108784036797,Long Strangle,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48.26,51.67,14.0,17.0,0.0,-14.000000000000002,6.0,WDC
39,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,408.0,0.32620362417898124,113.45,347.78890113664806,2166.0108784036793,Long Strangle,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.2,54.73,-13.0,18.0,0.0,-13.0,6.0,WDC
