,Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,C_95.0,C_96.0,C_97.0,C_97.5,C_98.0,C_98.5,C_99.0,C_99.5,C_100.0,C_101.0,P_95.0,P_96.0,P_97.0,P_97.5,P_98.0,P_98.5,P_99.0,P_99.5,P_100.0,P_101.0
59,NKE,Bear Call Spread,42.83,-44.0,2219.5355018691744,301.13344746679877,53.89,46.09,0.14222930186033947,9.999999999999998,8.000000000000002,-9.0,7.000000000000001,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,NKE,Bear Call Spread,85.65,-88.0,4439.071003738349,602.2668949335975,53.89,46.09,0.142212697925964,19.999999999999996,16.000000000000004,-18.0,14.000000000000002,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,NKE,Bear Call Spread,49.08,-52.0,2277.5355018691744,352.86655253320123,53.89,46.09,0.1390894082980054,15.999999999999993,9.000000000000002,-9.000000000000002,7.000000000000001,1.9999999999999998,0.0,-2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,NKE,Bear Call Spread,60.55,-30.0,4231.071003738349,445.199315199211,70.59,29.39,0.13600649851158464,11.00000000000001,8.999999999999996,-13.0,14.000000000000002,-0.9999999999999996,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,NKE,Bear Call Spread,93.06,-165.0,4566.071003738349,694.7331050664025,53.89,46.09,0.13395072053044793,33.00000000000001,17.000000000000004,-17.999999999999993,17.000000000000004,4.000000000000001,-3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,NKE,Bear Call Spread,96.53,-465.0,3916.0710037383487,760.199315199211,61.32,38.66,0.1269798565586766,-36.999999999999986,12.0,-13.0,14.000000000000002,-0.9999999999999996,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,NKE,Bear Call Spread,82.1,-54.000000000000114,4605.071003738349,655.7331050664023,53.89,46.09,0.1252033782733696,38.000000000000014,16.000000000000004,-18.0,16.000000000000004,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,NKE,Bear Call Spread,41.05,-27.000000000000057,2302.5355018691744,327.8665525332012,53.89,46.09,0.1252033782733696,19.000000000000007,8.000000000000002,-9.0,8.000000000000002,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,NKE,Bear Call Spread,41.46,-109.00000000000006,2184.5355018691744,336.1334474667987,53.89,46.09,0.12334386926518277,5.000000000000004,8.000000000000002,-9.0,8.000000000000002,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,NKE,Bear Call Spread,82.91,-218.0000000000001,4369.071003738349,672.2668949335974,53.89,46.09,0.12332899422065005,10.000000000000009,16.000000000000004,-18.0,16.000000000000004,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,NKE,Bear Call Spread,80.03,-273.0,4024.0710037383487,652.199315199211,61.32,38.66,0.12270788719788098,-18.99999999999997,12.0,-13.0,14.000000000000002,-0.9999999999999996,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,NKE,Bear Call Spread,42.85,-104.00000000000011,2279.5355018691744,350.8665525332011,53.89,46.09,0.12212620351136284,15.000000000000014,9.000000000000002,-9.000000000000002,9.000000000000002,1.9999999999999998,-2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,NKE,Bear Call Spread,45.42,-82.0,2257.5355018691744,372.86655253320123,53.89,46.09,0.1218130177979846,12.00000000000001,10.000000000000004,-8.999999999999996,7.000000000000001,2.0000000000000004,0.0,-3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,NKE,Bear Call Spread,61.04,-105.0,4156.071003738349,520.199315199211,70.59,29.39,0.11733963928157931,2.0000000000000018,8.999999999999996,-13.0,14.000000000000002,-0.9999999999999996,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,NKE,Bear Call Spread,83.0,-80.00000000000011,4531.071003738349,729.7331050664023,53.89,46.09,0.11374021463977214,28.000000000000025,17.000000000000004,-17.999999999999993,14.000000000000002,-0.9999999999999996,0.0,-3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,NKE,Bear Call Spread,38.33,-6.0,2281.5355018691744,339.13344746679877,53.89,46.09,0.1130233549250624,17.999999999999993,8.000000000000002,-9.0,7.000000000000001,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,NKE,Bear Call Spread,76.65,-12.0,4563.071003738349,678.2668949335975,53.89,46.09,0.11300861146629315,35.999999999999986,16.000000000000004,-18.0,14.000000000000002,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,NKE,Bear Call Spread,84.02,-285.0,4236.071003738349,750.4003424003963,70.59,29.39,0.11196689987005477,-6.999999999999984,17.000000000000004,-17.999999999999993,14.000000000000002,-0.9999999999999996,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,NKE,Bear Call Spread,46.34,-182.0000000000001,2207.5355018691744,422.8665525332011,53.89,46.09,0.10958539927643401,6.000000000000005,9.000000000000002,-9.000000000000002,9.000000000000002,1.9999999999999998,-2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,NKE,Bear Call Spread,64.54,-183.0,4084.0710037383487,592.199315199211,61.32,38.66,0.10898357756170197,-7.000000000000006,8.999999999999996,-13.0,14.000000000000002,-0.9999999999999996,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,NKE,Bear Call Spread,92.42,-660.0,3811.0710037383487,865.199315199211,61.32,38.66,0.1068193170942587,-51.99999999999998,12.0,-13.0,17.000000000000004,-0.9999999999999996,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,NKE,Bear Call Spread,50.08,-186.0,2161.5355018691744,468.86655253320123,70.59,29.39,0.10681077532493374,0.0,10.000000000000004,-8.999999999999996,7.000000000000001,2.0000000000000004,0.0,-3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,NKE,Bear Call Spread,30.35,-17.000000000000227,2342.5355018691744,288.7331050664002,67.11,32.87,0.1051143754126164,24.00000000000002,9.000000000000002,-9.000000000000002,9.000000000000002,1.9999999999999998,-2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,NKE,Bear Call Spread,67.52,-93.0,4344.071003738349,642.4003424003963,70.59,29.39,0.10510579702947298,11.000000000000032,17.000000000000004,-17.999999999999993,14.000000000000002,-0.9999999999999996,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,NKE,Bear Call Spread,73.91,-142.0000000000001,4493.071003738349,748.2668949335974,53.89,46.09,0.09877491641075328,26.0,16.000000000000004,-18.0,16.000000000000004,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,NKE,Bear Call Spread,36.95,-71.00000000000006,2246.5355018691744,374.1334474667987,53.89,46.09,0.09876155219530061,13.0,8.000000000000002,-9.0,8.000000000000002,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,NKE,Bear Call Spread,45.25,-190.0,2165.5355018691744,464.86655253320123,53.89,46.09,0.09733976289199296,-1.000000000000023,11.000000000000004,-8.999999999999996,7.000000000000001,2.0000000000000004,0.0,-4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,NKE,Bear Call Spread,24.38,-9.0,2084.5355018691744,253.5996575996055,70.59,29.39,0.09613577648630833,4.999999999999993,3.9999999999999982,-6.0,7.000000000000001,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,NKE,Bear Call Spread,48.7,-349.0,1824.5355018691744,513.5996575996055,61.32,38.66,0.09482093548817314,-35.00000000000001,6.0,-6.0,7.000000000000001,-1.0000000000000002,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,NKE,Bear Call Spread,78.89,-275.0000000000001,4426.071003738349,834.7331050664023,53.89,46.09,0.09450925034742017,13.000000000000034,17.000000000000004,-17.999999999999993,17.000000000000004,-0.9999999999999996,-3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,NKE,Bear Call Spread,79.91,-480.0,4131.071003738349,855.4003424003963,70.59,29.39,0.09341824645026349,-21.999999999999975,17.000000000000004,-17.999999999999993,17.000000000000004,-0.9999999999999996,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,NKE,Bear Call Spread,40.58,-118.0,2193.5355018691744,436.86655253320123,70.59,29.39,0.0928887775104183,4.0000000000000036,9.000000000000002,-9.000000000000002,7.000000000000001,-1.0000000000000002,0.0,-2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,NKE,Bear Call Spread,41.19,-241.0,2016.5355018691744,449.26689493359754,61.32,38.66,0.0916826956637612,-17.000000000000014,9.000000000000002,-9.000000000000002,7.000000000000001,-1.0000000000000002,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,NKE,Bear Call Spread,52.03,-3.0,4404.071003738349,582.4003424003963,70.59,29.39,0.08933717275226072,23.0,14.000000000000002,-17.999999999999993,14.000000000000002,-0.9999999999999996,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,NKE,Bear Call Spread,51.08,-320.0,2045.5355018691744,584.8665525332012,61.32,38.66,0.08733616203347572,-16.000000000000014,11.000000000000004,-8.999999999999996,7.000000000000001,2.0000000000000004,0.0,-4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,NKE,Bear Call Spread,41.31,-277.0,2152.5355018691744,477.86655253320123,53.89,46.09,0.08644672823618445,-2.9999999999999805,10.000000000000004,-8.999999999999996,10.000000000000004,2.0000000000000004,-3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,NKE,Bear Call Spread,72.77,-190.0,4391.071003738349,845.4003424003963,70.59,29.39,0.08607756154129266,12.99999999999999,17.000000000000004,-17.999999999999993,14.000000000000002,-0.9999999999999996,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,NKE,Bear Call Spread,37.7,-221.0,1896.5355018691744,441.5996575996055,61.32,38.66,0.08537144300547049,-23.0,6.0,-6.0,7.000000000000001,-1.0000000000000002,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,NKE,Bear Call Spread,24.71,-58.99999999999994,2034.5355018691744,303.59965759960556,61.32,38.66,0.0813900786165844,-3.0000000000000027,3.9999999999999982,-6.0,7.000000000000001,-1.0000000000000002,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,NKE,Bear Call Spread,45.97,-381.0,2056.5355018691744,573.8665525332012,53.89,46.09,0.0801057315452104,-14.999999999999991,10.000000000000004,-8.999999999999996,10.000000000000004,2.0000000000000004,-3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,NKE,Bear Call Spread,30.19,-113.0,2088.5355018691744,377.26689493359754,70.59,29.39,0.08002292383834453,-5.000000000000004,9.000000000000002,-9.000000000000002,7.000000000000001,-1.0000000000000002,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,NKE,Bear Call Spread,45.96,-479.0000000000001,1754.5355018691744,583.5996575996054,61.32,38.66,0.07875261645806537,-44.99999999999999,6.0,-6.0,9.000000000000002,-1.0000000000000002,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,NKE,Bear Call Spread,37.84,-248.0000000000001,2123.5355018691744,506.8665525332011,53.89,46.09,0.07465475835973884,-5.999999999999983,9.000000000000002,-9.000000000000002,9.000000000000002,-1.0000000000000002,-2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,NKE,Bear Call Spread,38.45,-371.0000000000001,1946.5355018691744,519.2668949335974,61.32,38.66,0.0740467000210304,-27.0,9.000000000000002,-9.000000000000002,9.000000000000002,-1.0000000000000002,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,NKE,Bear Call Spread,22.23,-9.000000000000057,2034.5355018691744,303.59965759960545,77.49,22.49,0.0732214264527184,1.0000000000000009,2.9999999999999973,-4.999999999999999,7.000000000000001,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,NKE,Bear Call Spread,68.65,-385.0,4286.071003738349,950.4003424003963,53.89,46.09,0.07223271808447886,-2.0000000000000018,17.000000000000004,-17.999999999999993,17.000000000000004,-0.9999999999999996,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,NKE,Bear Call Spread,25.04,-108.99999999999994,1984.5355018691744,353.59965759960556,61.32,38.66,0.0708145482096415,-9.000000000000007,3.9999999999999982,-6.0,7.000000000000001,-1.0000000000000002,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,NKE,Bear Call Spread,27.37,-161.0,1936.5355018691744,401.5996575996055,61.32,38.66,0.06815244854438562,-15.000000000000014,3.9999999999999982,-6.0,7.000000000000001,-1.0000000000000002,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,NKE,Bear Call Spread,34.44,-184.0,2109.5355018691744,506.26689493359754,70.59,29.39,0.06802735937240609,-5.000000000000004,9.000000000000002,-9.000000000000002,7.000000000000001,-1.0000000000000002,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,NKE,Bear Call Spread,24.43,-45.0,2270.5355018691744,359.86655253320123,53.89,46.09,0.06788627569867331,14.000000000000012,11.000000000000004,-8.999999999999996,7.000000000000001,2.0000000000000004,0.0,-4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,NKE,Bear Call Spread,38.75,-274.0,2049.5355018691744,580.8665525332012,70.59,29.39,0.06671067533671621,-15.999999999999993,10.000000000000004,-8.999999999999996,7.000000000000001,-1.9999999999999998,0.0,-3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,NKE,Bear Call Spread,39.56,-438.0,1813.5355018691744,597.4003424003963,61.32,38.66,0.06622024996009403,-43.99999999999999,10.000000000000004,-8.999999999999996,7.000000000000001,-1.9999999999999998,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,NKE,Bear Call Spread,29.08,-64.0,2189.5355018691744,440.86655253320123,70.59,29.39,0.06596100301306031,8.000000000000007,11.000000000000004,-8.999999999999996,7.000000000000001,2.0000000000000004,0.0,0.0,-4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,NKE,Bear Call Spread,49.57,-582.0,1557.5355018691744,780.5996575996055,55.68,44.29,0.06350246187966692,-68.0,6.0,-4.999999999999999,7.000000000000001,-1.9999999999999998,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,NKE,Bear Call Spread,24.65,-161.0,2236.5355018691744,393.86655253320123,53.89,46.09,0.06258464914438784,9.00000000000003,10.000000000000004,-8.999999999999996,10.000000000000004,2.0000000000000004,-3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,NKE,Bear Call Spread,17.54,-0.9999999999999432,2176.5355018691744,289.2668949335976,70.59,29.39,0.06063604341598225,8.999999999999986,7.000000000000001,-9.000000000000002,7.000000000000001,-1.0000000000000002,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,NKE,Bear Call Spread,19.87,-53.0,2128.5355018691744,337.26689493359754,70.59,29.39,0.05891476542312902,2.9999999999999805,7.000000000000001,-9.000000000000002,7.000000000000001,-1.0000000000000002,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,NKE,Bear Call Spread,31.7,-314.0000000000001,2039.5355018691744,576.2668949335974,61.32,38.66,0.055009233184656135,-14.999999999999991,9.000000000000002,-9.000000000000002,9.000000000000002,-1.0000000000000002,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,NKE,Bear Call Spread,23.44,-56.0,2181.5355018691744,434.26689493359754,70.59,29.39,0.05397602320937713,7.000000000000006,9.000000000000002,-9.000000000000002,7.000000000000001,-1.0000000000000002,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,NKE,Bear Call Spread,45.46,-777.0,1452.5355018691744,885.5996575996055,52.67,47.3,0.051332449837681884,-82.99999999999999,6.0,-4.999999999999999,10.000000000000004,-1.9999999999999998,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,NKE,Bear Call Spread,36.91,-430.0000000000001,1905.5355018691744,724.8665525332011,61.32,38.66,0.05091971738937341,-35.999999999999986,11.000000000000004,-8.999999999999996,7.000000000000001,-3.0,0.0,-4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,NKE,Bear Call Spread,37.93,-635.0,1610.5355018691744,745.5337898671951,55.68,44.29,0.05087629898942156,-71.0,11.000000000000004,-8.999999999999996,7.000000000000001,-3.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
