,Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,C_134.0,C_135.0,C_136.0,C_137.0,C_138.0,C_139.0,C_140.0,C_141.0,C_142.0,C_143.0,C_144.0,C_145.0,C_146.0,P_134.0,P_135.0,P_136.0,P_137.0,P_138.0,P_139.0,P_140.0,P_141.0,P_142.0,P_143.0,P_144.0,P_145.0,P_146.0
7,SWK,Bear Call Spread,104.85,-319.9999999999998,9987.891255871984,1542.099539782736,54.41,45.54,0.06799171992151178,7.999999999999985,6.0,-34.0,22.000000000000004,2.0000000000000004,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,SWK,Bear Call Spread,52.42,-159.9999999999999,4993.945627935992,771.049769891368,54.41,45.54,0.06798523525580635,3.9999999999999925,3.0,-17.0,11.000000000000002,1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,SWK,Bear Call Spread,52.54,-30.0,5163.945627935992,801.0497698913679,54.41,45.54,0.06558893339064946,12.0,3.0,-17.0,10.0,1.0000000000000002,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,SWK,Bear Call Spread,105.07,-60.0,10327.891255871984,1602.0995397827357,54.41,45.54,0.06558269158122895,24.0,6.0,-34.0,20.0,2.0000000000000004,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,SWK,Bear Call Spread,47.72,-90.0,5023.945627935992,741.0497698913679,54.41,45.54,0.06439513503525597,5.999999999999995,3.0,-17.0,10.0,1.0000000000000002,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,SWK,Bear Call Spread,95.43,-180.0,10047.891255871984,1482.0995397827357,54.41,45.54,0.06438838785010978,11.99999999999999,6.0,-34.0,20.0,2.0000000000000004,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,SWK,Bear Call Spread,73.85,-289.9999999999998,9557.891255871984,1303.149309674104,71.37,28.58,0.056670405648657905,-5.999999999999983,6.0,-25.0,19.999999999999996,1.0000000000000009,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,SWK,Bear Call Spread,86.96,-620.0000000000005,9287.891255871984,1573.1493096741033,62.59,37.36,0.05527765194647341,-24.0,6.0,-25.0,19.999999999999996,1.0000000000000009,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,SWK,Bear Call Spread,78.88,-439.9999999999998,9407.891255871984,1453.149309674104,62.59,37.36,0.05428210265446867,-14.999999999999968,6.0,-25.0,19.999999999999996,1.0000000000000009,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,SWK,Bear Call Spread,85.23,-1010.0,9077.891255871984,1783.1493096741037,62.59,37.36,0.047797455623935954,-38.99999999999999,6.0,-28.000000000000004,23.0,1.0000000000000009,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,SWK,Bear Call Spread,87.7,-260.0,10327.891255871984,1877.9004602172645,54.41,45.54,0.046701090850072804,20.999999999999996,6.0,-37.999999999999986,23.0,1.0000000000000009,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,SWK,Bear Call Spread,71.1,-800.0,9167.891255871984,1693.1493096741037,62.59,37.36,0.04199275255511002,-32.999999999999986,6.0,-28.000000000000004,19.999999999999996,1.0000000000000009,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,SWK,Bear Call Spread,73.58,-50.0,10417.891255871984,1787.9004602172643,54.41,45.54,0.041154416387956305,27.0,6.0,-37.999999999999986,19.999999999999996,1.0000000000000009,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,SWK,Bear Call Spread,38.83,-110.00000000000023,9677.891255871984,1183.1493096741035,71.37,28.58,0.032819188315881834,3.0000000000000027,6.0,-25.0,19.999999999999996,4.000000000000001,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,SWK,Bear Call Spread,61.09,-270.00000000000045,9937.891255871984,1923.1493096741033,71.37,28.58,0.031765604309918254,6.000000000000005,6.0,-29.999999999999982,19.999999999999996,1.0000000000000009,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,SWK,Bear Call Spread,53.01,-89.99999999999977,10057.891255871984,1803.149309674104,71.37,28.58,0.02939856378814291,15.000000000000036,6.0,-29.999999999999982,19.999999999999996,1.0000000000000009,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,SWK,Bear Call Spread,59.36,-660.0,9727.891255871984,2133.1493096741037,54.41,45.54,0.0278274004218996,-8.999999999999986,6.0,-32.999999999999986,23.0,1.0000000000000009,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,SWK,Bear Call Spread,49.04,-420.00000000000045,9587.891255871984,1773.1493096741033,71.37,28.58,0.027657005381579135,-9.00000000000003,6.0,-29.999999999999982,19.999999999999996,1.0000000000000009,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,SWK,Bear Call Spread,40.96,-239.99999999999977,9707.891255871984,1653.149309674104,71.37,28.58,0.024776951337852664,0.0,6.0,-29.999999999999982,19.999999999999996,1.0000000000000009,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,SWK,Bear Call Spread,35.92,-89.99999999999977,9857.891255871984,1503.149309674104,71.37,28.58,0.02389649502469437,8.999999999999986,6.0,-29.999999999999982,19.999999999999996,1.0000000000000009,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,SWK,Bear Call Spread,47.31,-810.0,9377.891255871984,1983.1493096741037,62.59,37.36,0.023855994992013276,-24.00000000000002,6.0,-32.999999999999986,23.0,1.0000000000000009,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,SWK,Bear Call Spread,45.23,-450.0,9817.891255871984,2043.1493096741037,54.41,45.54,0.022137393378859078,-2.9999999999999805,6.0,-32.999999999999986,19.999999999999996,1.0000000000000009,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,SWK,Bear Call Spread,20.27,-60.0,5093.945627935992,1008.9502301086322,54.41,45.54,0.02009018819274917,9.000000000000007,3.0,-17.000000000000004,10.000000000000004,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,SWK,Bear Call Spread,33.18,-600.0,9467.891255871984,1893.1493096741037,62.59,37.36,0.017526351371467776,-18.000000000000014,6.0,-32.999999999999986,19.999999999999996,1.0000000000000009,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,SWK,Bear Call Spread,18.79,-510.0000000000001,4343.945627935992,1080.8506903258967,62.59,37.36,0.017384454826350218,-27.0,3.0,-10.999999999999998,10.000000000000004,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,SWK,Bear Call Spread,19.12,-319.9999999999998,4953.945627935992,1148.9502301086325,54.41,45.54,0.01664127783689309,-1.0000000000000009,3.0,-19.000000000000007,12.000000000000005,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,SWK,Bear Call Spread,17.64,-769.9999999999999,4203.945627935992,1220.8506903258967,62.59,37.36,0.014448941332286209,-37.000000000000014,3.0,-13.0,12.000000000000005,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,SWK,Bear Call Spread,13.4,-390.0000000000001,4423.945627935992,1000.8506903258966,62.59,37.36,0.013388610438622666,-20.999999999999996,3.0,-10.999999999999998,10.000000000000004,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,SWK,Bear Call Spread,10.05,-290.0000000000001,4523.945627935992,900.8506903258966,62.59,37.36,0.0111561217723708,-14.999999999999991,3.0,-10.999999999999998,10.000000000000004,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,SWK,Bear Call Spread,9.7,-180.0,5013.945627935992,1088.9502301086322,54.41,45.54,0.008907661463125216,3.0000000000000027,3.0,-19.000000000000007,10.000000000000004,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,SWK,Bear Call Spread,8.22,-630.0000000000001,4263.945627935992,1160.8506903258967,62.59,37.36,0.007081014008521907,-33.00000000000001,3.0,-13.0,10.000000000000004,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,SWK,Bear Call Spread,3.27,-300.0,4733.945627935992,1162.0995397827357,62.59,37.36,0.0028138725539908174,-9.000000000000007,3.0,-14.000000000000002,10.000000000000004,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,SWK,Bear Call Spread,2.11,-559.9999999999998,4593.945627935992,1302.099539782736,62.59,37.36,0.0016204598308606018,-19.000000000000018,3.0,-16.000000000000004,12.000000000000005,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,SWK,Bear Put Spread,169.77,2520.0,18329.836883807977,2520.0,51.65,48.3,0.06736904761904762,-192.0,9.0,-56.00000000000001,30.000000000000004,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
60,SWK,Bear Put Spread,162.47,2570.0,18379.836883807977,2570.0,51.65,48.3,0.06321789883268482,-194.99999999999997,9.0,-57.00000000000001,30.000000000000004,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
18,SWK,Bear Put Spread,251.29,3995.0,24904.78251174397,3995.0,51.65,48.3,0.06290112640801002,-294.0,12.0,-71.0,41.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
99,SWK,Bear Put Spread,244.18,3890.0,24709.78251174397,3890.0,51.65,48.3,0.06277120822622108,-285.0,12.0,-70.0,40.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
45,SWK,Bear Put Spread,241.59,3970.0,24829.78251174397,3970.0,51.65,48.3,0.06085390428211587,-291.0,12.0,-71.0,40.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
72,SWK,Bear Put Spread,236.88,3940.0,24759.78251174397,3940.0,51.65,48.3,0.06012182741116751,-288.0,12.0,-71.0,40.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
133,SWK,Bear Put Spread,220.83,3810.0,24589.78251174397,3810.0,51.65,48.3,0.057960629921259846,-279.0,12.0,-70.0,40.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
12,SWK,Bear Put Spread,213.37,3695.0,24704.78251174397,3695.0,51.65,48.3,0.05774560216508796,-274.0,12.0,-76.0,41.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
119,SWK,Bear Put Spread,222.51,3860.0,24639.78251174397,3860.0,51.65,48.3,0.05764507772020725,-282.0,12.0,-70.0,40.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
93,SWK,Bear Put Spread,206.25,3590.0,24509.78251174397,3590.0,51.65,48.3,0.05745125348189415,-265.0,12.0,-75.0,40.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
17,SWK,Bear Put Spread,177.83,3145.0,18804.836883807977,3145.0,51.65,48.3,0.056543720190779016,-229.0,9.0,-53.0,31.000000000000007,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
98,SWK,Bear Put Spread,170.72,3040.0,18609.836883807977,3040.0,51.65,48.3,0.05615789473684211,-220.00000000000003,9.0,-52.0,30.000000000000004,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
150,SWK,Bear Put Spread,207.48,3720.0,24479.78251174397,3720.0,51.65,48.3,0.05577419354838709,-273.0,12.0,-70.0,39.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
39,SWK,Bear Put Spread,203.66,3670.0,24629.78251174397,3670.0,51.65,48.3,0.05549318801089918,-271.0,12.0,-76.0,40.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
25,SWK,Bear Put Spread,239.24,4345.0,25054.78251174397,4345.0,51.65,48.3,0.055060989643268124,-309.00000000000006,12.0,-66.00000000000001,36.0,-18.000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
105,SWK,Bear Put Spread,232.13,4240.0,24859.78251174397,4240.0,51.65,48.3,0.05474764150943396,-300.00000000000006,12.0,-65.00000000000001,35.0,-18.000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
66,SWK,Bear Put Spread,198.95,3640.0,24559.78251174397,3640.0,51.65,48.3,0.0546565934065934,-268.0,12.0,-76.0,40.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
5,SWK,Bear Put Spread,103.66,1905.0,12494.891255871984,1905.0,51.65,48.3,0.054414698162729654,-142.99999999999997,6.0,-38.00000000000001,21.000000000000004,-6.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
44,SWK,Bear Put Spread,168.13,3120.0,18729.836883807977,3120.0,51.65,48.3,0.05388782051282051,-226.00000000000003,9.0,-53.0,30.000000000000004,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
86,SWK,Bear Put Spread,96.54,1800.0,12299.891255871984,1800.0,51.65,48.3,0.05363333333333334,-134.0,6.0,-37.00000000000001,20.000000000000004,-6.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
158,SWK,Bear Put Spread,195.81,3680.0,24419.78251174397,3680.0,51.65,48.3,0.053209239130434786,-270.0,12.0,-71.0,40.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,5.0,0.0
51,SWK,Bear Put Spread,229.54,4320.0,24979.78251174397,4320.0,51.65,48.3,0.053134259259259256,-306.00000000000006,12.0,-66.00000000000001,35.0,-18.000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
